slide	subclass	layer	true_file_count	random_sample_n	true_region_num	region_num_p_one_sided_true_gt	region_num_p_one_sided_true_lt	region_num_p_two_sided	true_glut_num	glut_num_p_one_sided_true_gt	glut_num_p_one_sided_true_lt	glut_num_p_two_sided	true_gaba_num	gaba_num_p_one_sided_true_gt	gaba_num_p_one_sided_true_lt	gaba_num_p_two_sided	true_ei_ratio	ei_ratio_p_one_sided_true_gt	ei_ratio_p_one_sided_true_lt	ei_ratio_p_two_sided
C57BL6J-1.113	319 Astro-TE NN	layer 1	1	499	1.000000	1	0.072	0.128	12.000000	0.308	0.71	0.844	6.000000	0.08	0.942	0.08	2.000000	0.98167	0.0448065	0.136456
C57BL6J-1.113	319 Astro-TE NN	layer 2/3	1	500	2.000000	0.894212	0.46507	0.644711	135.000000	0.245509	0.758483	0.552894	14.000000	0.101796	0.91018	0.163673	10.438596	0.818913	0.183099	0.323944
C57BL6J-1.113	319 Astro-TE NN	layer 4	1	430	2.000000	0.169374	1	0.169374	30.000000	0.633411	0.37355	0.709977	1.500000	0.728538	0.308585	0.566125	17.666667	0.229974	0.77261	0.599483
C57BL6J-1.113	319 Astro-TE NN	layer 5	1	469	1.000000	1	0.721277	1	82.000000	0.310638	0.691489	0.610638	27.000000	0.0234043	0.989362	0.0234043	3.037037	0.958057	0.0441501	0.125828
C57BL6J-1.113	322 Tanycyte NN	layer 1	1	409	1.000000	1	1	1	4.000000	0.943902	0.119512	0.214634	0.000000	1	0.143902	0.236585	nan			
C57BL6J-1.113	326 OPC NN	layer 1	1	491	1.000000	1	0.27439	0.302846	49.000000	0.00406504	0.997967	0.00406504	7.000000	0.0873984	0.949187	0.0873984	7.000000	0.135021	0.877637	0.225738
C57BL6J-1.113	326 OPC NN	layer 2/3	1	499	1.000000	1	0.274	0.318	86.000000	0.496	0.51	0.824	8.000000	0.47	0.568	0.918	10.750000	0.691684	0.31643	0.494929
C57BL6J-1.113	326 OPC NN	layer 4	1	366	1.000000	1	0.959128	1	50.000000	0.419619	0.59673	0.866485	4.000000	0.446866	0.6703	0.86921	12.500000	0.469136	0.537037	0.83642
C57BL6J-1.113	326 OPC NN	layer 5	1	447	1.000000	1	0.839286	1	102.000000	0.145089	0.872768	0.287946	29.000000	0.00892857	0.997768	0.00892857	3.517241	0.924138	0.0781609	0.186207
C57BL6J-1.113	327 Oligo NN	layer 1	1	496	2.000000	0.738431	0.752515	1	6.000000	0.633803	0.400402	0.607646	2.500000	0.390342	0.655936	1	2.400000	0.857461	0.144766	0.278396
C57BL6J-1.113	327 Oligo NN	layer 2/3	1	489	2.000000	0.706122	0.769388	1	164.000000	0.126531	0.87551	0.238776	17.000000	0.0816327	0.930612	0.0816327	13.569892	0.346723	0.655391	0.92389
C57BL6J-1.113	327 Oligo NN	layer 4	1	308	1.000000	1	0.94822	1	1.000000	0.987055	0.0938511	0.300971	2.000000	0.530744	0.559871	0.909385	0.500000	0.986784	0.0176211	0.0837004
C57BL6J-1.113	327 Oligo NN	layer 5	1	455	1.000000	1	0.798246	1	82.000000	0.33114	0.675439	0.690789	25.000000	0.0723684	0.951754	0.0723684	3.280000	0.932584	0.0696629	0.166292
C57BL6J-1.113	329 ABC NN	layer 1	1	496	1.000000	1	0.237425	0.291751	64.000000	0.00201207	1	0.00201207	9.000000	0.0342052	0.975855	0.0342052	7.111111	0.112051	0.890063	0.181818
C57BL6J-1.113	330 VLMC NN	layer 1	1	499	3.000000	0.36	0.926	0.524	6.666667	0.758	0.244	0.414	2.666667	0.47	0.532	0.806	3.133333	0.742331	0.259714	0.435583
C57BL6J-1.113	330 VLMC NN	layer 2/3	1	410	1.000000	1	0.849148	1	288.000000	0.0194647	0.982968	0.0194647	31.000000	0.00729927	0.997567	0.00729927	9.290323	0.771883	0.230769	0.411141
C57BL6J-1.113	331 Peri NN	layer 1	1	494	3.000000	0.177778	0.989899	0.177778	3.750000	0.894949	0.107071	0.256566	2.000000	0.727273	0.39798	0.626263	2.944444	0.790254	0.211864	0.389831
C57BL6J-1.113	331 Peri NN	layer 2/3	1	485	2.000000	0.619342	0.837449	1	103.000000	0.337449	0.668724	0.87037	10.500000	0.234568	0.777778	0.592593	8.352941	0.923077	0.0791209	0.210989
C57BL6J-1.113	332 SMC NN	layer 1	1	393	1.000000	1	1	1	3.000000	0.972081	0.0685279	0.14467	1.000000	0.85533	0.403553	0.730964	3.000000	0.691395	0.412463	0.64095
C57BL6J-1.113	332 SMC NN	layer 5	1	281	2.000000	0.0141844	1	0.0141844	6.500000	0.72695	0.276596	0.43617	0.500000	0.858156	0.148936	0.269504	8.000000	0.103306	0.917355	0.210744
C57BL6J-1.113	333 Endo NN	layer 1	1	500	3.000000	0.650699	0.746507	1	3.333333	0.916168	0.0858283	0.223553	1.666667	0.658683	0.343313	0.562874	1.000000	1	0.00813008	0.0630081
C57BL6J-1.113	333 Endo NN	layer 2/3	1	498	2.000000	0.881764	0.52505	0.663327	111.500000	0.296593	0.705411	0.765531	13.000000	0.156313	0.851703	0.304609	9.740000	0.84507	0.156942	0.303823
C57BL6J-1.113	333 Endo NN	layer 4	1	400	1.000000	1	0.885287	1	27.000000	0.65586	0.356608	0.658354	2.000000	0.673317	0.441397	0.778055	13.500000	0.370262	0.638484	0.96793
C57BL6J-1.113	333 Endo NN	layer 5	1	464	1.000000	1	0.673118	1	47.000000	0.511828	0.496774	0.870968	26.000000	0.0344086	0.969892	0.0344086	1.807692	0.997768	0.00446429	0.0558036
C57BL6J-1.113	334 Microglia NN	layer 1	1	496	2.000000	0.849095	0.585513	1	5.000000	0.869215	0.162978	0.309859	1.000000	0.911469	0.187123	0.305835	5.000000	0.307216	0.746392	0.841237
C57BL6J-1.113	334 Microglia NN	layer 2/3	1	497	3.000000	0.285141	0.957831	0.538153	32.666667	0.89759	0.104418	0.210843	2.333333	0.903614	0.0983936	0.220884	11.583333	0.607287	0.394737	0.645749
C57BL6J-1.113	334 Microglia NN	layer 4	1	355	1.000000	1	0.924157	1	88.000000	0.0533708	0.952247	0.0533708	6.000000	0.224719	0.856742	0.345506	14.666667	0.396285	0.606811	0.987616
C57BL6J-1.113	334 Microglia NN	layer 5	1	439	1.000000	1	0.834091	1	75.000000	0.352273	0.663636	0.720455	26.000000	0.0363636	0.981818	0.0363636	2.884615	0.967213	0.0351288	0.11007
C57BL6J-1.113	335 BAM NN	layer 1	1	379	1.000000	1	1	1	1.000000	1	0.0131579	0.0210526	2.000000	0.647368	0.65	1	0.500000	1	0.00598802	0.110778
C57BL6J-1.114	006 L4/5 IT CTX Glut	layer 2/3	1	497	1.000000	1	0.34739	0.52008	457.000000	0.00401606	0.997992	0.00401606	43.000000	0.00803213	0.993976	0.00803213	10.627907	0.40404	0.59798	0.965657
C57BL6J-1.114	006 L4/5 IT CTX Glut	layer 4	1	175	1.000000	1	1	1	32.000000	0.210227	0.846591	0.409091	3.000000	0.392045	0.875	0.585227	10.666667	0.492958	0.514085	0.802817
C57BL6J-1.114	007 L2/3 IT CTX Glut	layer 1	1	500	1.000000	1	0.0758483	0.131737	63.000000	0.00199601	1	0.00199601	16.000000	0.00998004	0.998004	0.00998004	3.937500	0.467347	0.534694	0.767347
C57BL6J-1.114	007 L2/3 IT CTX Glut	layer 2/3	1	499	1.000000	1	0.264	0.31	526.000000	0.004	0.998	0.004	57.000000	0.002	1	0.002	9.228070	0.945674	0.056338	0.132797
C57BL6J-1.114	008 L2/3 IT ENT Glut	layer 2/3	1	221	1.000000	1	1	1	40.000000	0.725225	0.31982	0.54955	1.000000	0.990991	0.045045	0.0900901	40.000000	0.0136364	0.990909	0.0136364
C57BL6J-1.114	018 L2 IT PPP-APr Glut	layer 1	1	490	1.000000	1	0.325866	0.492872	9.000000	0.437882	0.586558	1	6.000000	0.167006	0.867617	0.279022	1.500000	0.933638	0.0823799	0.203661
C57BL6J-1.114	018 L2 IT PPP-APr Glut	layer 2/3	1	493	1.000000	1	0.431174	0.554656	270.000000	0.15587	0.846154	0.232794	28.000000	0.151822	0.864372	0.200405	9.642857	0.638211	0.363821	0.575203
C57BL6J-1.114	019 L2/3 IT PPP Glut	layer 2/3	1	496	1.000000	1	0.317907	0.537223	257.000000	0.171026	0.830986	0.27163	27.000000	0.126761	0.881288	0.185111	9.518519	0.714286	0.287755	0.489796
C57BL6J-1.114	019 L2/3 IT PPP Glut	layer 5	1	276	1.000000	1	1	1	37.000000	0.33574	0.714801	0.588448	6.000000	0.386282	0.750903	0.65343	6.166667	0.562753	0.441296	0.663968
C57BL6J-1.114	020 L2/3 IT RSP Glut	layer 2/3	1	361	1.000000	1	0.933702	1	74.000000	0.555249	0.447514	0.828729	6.000000	0.563536	0.455801	0.779006	12.333333	0.279202	0.723647	0.85755
C57BL6J-1.114	031 CT SUB Glut	layer 1	1	423	1.000000	1	1	1	5.000000	0.799528	0.311321	0.495283	3.000000	0.459906	0.75	1	1.666667	0.777202	0.225389	0.388601
C57BL6J-1.114	036 HPF CR Glut	layer 1	1	431	1.000000	1	1	1	6.000000	0.733796	0.423611	0.738426	3.000000	0.476852	0.740741	1	2.000000	0.733668	0.346734	0.562814
C57BL6J-1.114	046 Vip Gaba	layer 1	1	491	3.000000	0.294715	0.945122	0.50813	3.666667	0.715447	0.286585	0.5	3.000000	0.715447	0.343496	0.53252	1.166667	0.660569	0.341463	0.654472
C57BL6J-1.114	046 Vip Gaba	layer 2/3	1	493	2.000000	0.493927	0.912955	1	176.000000	0.309717	0.696356	0.765182	21.000000	0.374494	0.657895	0.890688	8.777778	0.12753	0.874494	0.242915
C57BL6J-1.114	047 Sncg Gaba	layer 1	1	467	2.000000	0.271368	1	0.271368	5.000000	0.373932	0.67735	0.950855	2.000000	0.779915	0.457265	0.668803	3.333333	0.0662393	0.935897	0.0811966
C57BL6J-1.114	049 Lamp5 Gaba	layer 1	1	495	2.000000	0.731855	0.747984	1	6.500000	0.643145	0.377016	0.596774	8.500000	0.256048	0.778226	0.627016	0.778571	0.919355	0.0826613	0.175403
C57BL6J-1.114	049 Lamp5 Gaba	layer 2/3	1	474	3.000000	0.0863158	0.995789	0.0863158	46.500000	0.793684	0.208421	0.395789	6.750000	0.785263	0.216842	0.414737	5.985119	0.867368	0.134737	0.298947
C57BL6J-1.114	051 Pvalb chandelier Gaba	layer 2/3	1	457	1.000000	1	0.637555	1	170.000000	0.242358	0.759825	0.554585	20.000000	0.246725	0.766376	0.504367	8.500000	0.423581	0.58952	0.764192
C57BL6J-1.114	052 Pvalb Gaba	layer 2/3	1	467	1.000000	1	0.608974	1	412.000000	0.00213675	1	0.00213675	39.000000	0.00641026	0.995726	0.00641026	10.564103	0.117521	0.884615	0.24359
C57BL6J-1.114	052 Pvalb Gaba	layer 4	1	105	1.000000	1	1	1	11.000000	0.45283	0.622642	0.858491	3.000000	0.650943	0.801887	1	3.666667	0.377358	0.632075	0.801887
C57BL6J-1.114	053 Sst Gaba	layer 1	1	468	1.000000	1	0.66951	1	6.000000	0.304904	0.720682	0.985075	3.000000	0.466951	0.673774	0.938166	2.000000	0.353945	0.763326	0.763326
C57BL6J-1.114	053 Sst Gaba	layer 2/3	1	475	1.000000	1	0.611345	1	126.000000	0.44958	0.552521	0.97479	18.000000	0.363445	0.668067	0.829832	7.000000	0.726891	0.283613	0.609244
C57BL6J-1.114	113 MEA-COA-BMA Ccdc42 Glut	layer 1	1	453	1.000000	1	0.698238	1	8.000000	0.290749	0.720264	1	5.000000	0.242291	0.814978	0.464758	1.600000	0.833333	0.171875	0.335938
C57BL6J-1.114	262 Pineal Crx Glut	layer 1	1	454	1.000000	1	0.716484	1	8.000000	0.292308	0.725275	1	7.000000	0.162637	0.89011	0.162637	1.142857	0.921622	0.0810811	0.191892
C57BL6J-1.114	319 Astro-TE NN	layer 1	1	500	5.000000	0.0938124	0.986028	0.147705	5.200000	0.766467	0.237525	0.431138	3.800000	0.393214	0.608782	0.9501	1.226190	0.973948	0.0280561	0.0981964
C57BL6J-1.114	319 Astro-TE NN	layer 2/3	1	497	3.000000	0.202811	0.983936	0.202811	74.666667	0.815261	0.186747	0.37751	8.666667	0.730924	0.271084	0.47992	7.820000	0.919028	0.082996	0.176113
