slide	subclass	layer	true_region_num	true_file_count	random_sample_n	true_gt_random_count	true_gt_random_ratio	perm_p_value_one_sided
C57BL6J-1.038	333 Endo NN	layer 5	5.000000	1	500	216	0.432000	0.568862
C57BL6J-1.038	333 Endo NN	layer 6a	3.000000	1	498	405	0.813253	0.188377
C57BL6J-1.038	334 Microglia NN	layer 1	6.000000	1	500	413	0.826000	0.175649
C57BL6J-1.038	334 Microglia NN	layer 2/3	6.000000	1	500	373	0.746000	0.255489
C57BL6J-1.038	334 Microglia NN	layer 5	4.000000	1	500	111	0.222000	0.778443
C57BL6J-1.038	334 Microglia NN	layer 6a	2.000000	1	496	230	0.463710	0.537223
C57BL6J-1.038	335 BAM NN	layer 1	3.000000	1	500	77	0.154000	0.846307
C57BL6J-1.038	335 BAM NN	layer 2/3	1.000000	1	495	0	0.000000	1
C57BL6J-1.038	335 BAM NN	layer 5	2.000000	1	464	290	0.625000	0.376344
C57BL6J-1.038	338 Lymphoid NN	layer 1	2.000000	1	471	280	0.594480	0.40678
C57BL6J-1.038	338 Lymphoid NN	layer 2/3	1.000000	1	495	0	0.000000	1
C57BL6J-1.038	338 Lymphoid NN	layer 5	2.000000	1	457	237	0.518600	0.482533
C57BL6J-1.039	001 CLA-EPd-CTX Car3 Glut	layer 2/3	1.000000	1	478	0	0.000000	1
C57BL6J-1.039	001 CLA-EPd-CTX Car3 Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	001 CLA-EPd-CTX Car3 Glut	layer 6a	1.000000	1	391	0	0.000000	1
C57BL6J-1.039	002 IT EP-CLA Glut	layer 2/3	1.000000	1	491	0	0.000000	1
C57BL6J-1.039	002 IT EP-CLA Glut	layer 5	1.000000	1	468	0	0.000000	1
C57BL6J-1.039	004 L6 IT CTX Glut	layer 5	3.000000	1	500	44	0.088000	0.912176
C57BL6J-1.039	004 L6 IT CTX Glut	layer 6a	1.000000	1	499	0	0.000000	1
C57BL6J-1.039	005 L5 IT CTX Glut	layer 2/3	1.000000	1	493	0	0.000000	1
C57BL6J-1.039	005 L5 IT CTX Glut	layer 5	2.000000	1	500	10	0.020000	0.98004
C57BL6J-1.039	005 L5 IT CTX Glut	layer 6a	1.000000	1	496	0	0.000000	1
C57BL6J-1.039	006 L4/5 IT CTX Glut	layer 1	1.000000	1	476	0	0.000000	1
C57BL6J-1.039	006 L4/5 IT CTX Glut	layer 2/3	4.000000	1	500	49	0.098000	0.902196
C57BL6J-1.039	006 L4/5 IT CTX Glut	layer 5	2.000000	1	500	0	0.000000	1
C57BL6J-1.039	006 L4/5 IT CTX Glut	layer 6a	1.000000	1	197	0	0.000000	1
C57BL6J-1.039	007 L2/3 IT CTX Glut	layer 1	3.000000	1	500	26	0.052000	0.948104
C57BL6J-1.039	007 L2/3 IT CTX Glut	layer 2/3	4.000000	1	500	16	0.032000	0.968064
C57BL6J-1.039	007 L2/3 IT CTX Glut	layer 5	3.000000	1	500	43	0.086000	0.914172
C57BL6J-1.039	009 L2/3 IT PIR-ENTl Glut	layer 2/3	1.000000	1	498	0	0.000000	1
C57BL6J-1.039	009 L2/3 IT PIR-ENTl Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	010 IT AON-TT-DP Glut	layer 1	1.000000	1	469	0	0.000000	1
C57BL6J-1.039	010 IT AON-TT-DP Glut	layer 2/3	2.000000	1	496	80	0.161290	0.839034
C57BL6J-1.039	010 IT AON-TT-DP Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	018 L2 IT PPP-APr Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	022 L5 ET CTX Glut	layer 2/3	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	022 L5 ET CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	022 L5 ET CTX Glut	layer 6a	2.000000	1	484	280	0.578512	0.42268
C57BL6J-1.039	029 L6b CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	029 L6b CTX Glut	layer 6a	1.000000	1	399	0	0.000000	1
C57BL6J-1.039	030 L6 CT CTX Glut	layer 2/3	1.000000	1	488	0	0.000000	1
C57BL6J-1.039	030 L6 CT CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.039	030 L6 CT CTX Glut	layer 6a	3.000000	1	500	357	0.714000	0.287425
C57BL6J-1.039	032 L5 NP CTX Glut	layer 2/3	2.000000	1	500	64	0.128000	0.872255
C57BL6J-1.039	032 L5 NP CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.039	032 L5 NP CTX Glut	layer 6a	2.000000	1	479	282	0.588727	0.4125
C57BL6J-1.039	036 HPF CR Glut	layer 1	1.000000	1	460	0	0.000000	1
C57BL6J-1.039	037 DG Glut	layer 2/3	1.000000	1	496	0	0.000000	1
C57BL6J-1.039	046 Vip Gaba	layer 1	3.000000	1	499	300	0.601202	0.4
C57BL6J-1.039	046 Vip Gaba	layer 2/3	5.000000	1	500	300	0.600000	0.401198
C57BL6J-1.039	046 Vip Gaba	layer 5	3.000000	1	499	198	0.396794	0.604
C57BL6J-1.039	046 Vip Gaba	layer 6a	1.000000	1	307	0	0.000000	1
C57BL6J-1.039	047 Sncg Gaba	layer 1	3.000000	1	497	293	0.589537	0.411647
C57BL6J-1.039	047 Sncg Gaba	layer 2/3	4.000000	1	500	328	0.656000	0.345309
C57BL6J-1.039	047 Sncg Gaba	layer 5	4.000000	1	500	418	0.836000	0.165669
C57BL6J-1.039	047 Sncg Gaba	layer 6a	1.000000	1	301	0	0.000000	1
C57BL6J-1.039	049 Lamp5 Gaba	layer 1	3.000000	1	499	153	0.306613	0.694
C57BL6J-1.039	049 Lamp5 Gaba	layer 2/3	5.000000	1	500	348	0.696000	0.305389
C57BL6J-1.039	049 Lamp5 Gaba	layer 5	4.000000	1	496	411	0.828629	0.173038
C57BL6J-1.039	050 Lamp5 Lhx6 Gaba	layer 1	1.000000	1	467	0	0.000000	1
C57BL6J-1.039	050 Lamp5 Lhx6 Gaba	layer 2/3	2.000000	1	487	244	0.501027	0.5
C57BL6J-1.039	050 Lamp5 Lhx6 Gaba	layer 5	1.000000	1	480	0	0.000000	1
C57BL6J-1.039	051 Pvalb chandelier Gaba	layer 1	1.000000	1	476	0	0.000000	1
C57BL6J-1.039	051 Pvalb chandelier Gaba	layer 2/3	3.000000	1	490	404	0.824490	0.177189
C57BL6J-1.039	051 Pvalb chandelier Gaba	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.039	052 Pvalb Gaba	layer 1	1.000000	1	474	0	0.000000	1
C57BL6J-1.039	052 Pvalb Gaba	layer 2/3	4.000000	1	500	103	0.206000	0.794411
C57BL6J-1.039	052 Pvalb Gaba	layer 5	5.000000	1	500	295	0.590000	0.411178
C57BL6J-1.039	052 Pvalb Gaba	layer 6a	2.000000	1	495	208	0.420202	0.580645
C57BL6J-1.039	053 Sst Gaba	layer 1	1.000000	1	470	0	0.000000	1
C57BL6J-1.039	053 Sst Gaba	layer 2/3	5.000000	1	500	309	0.618000	0.383234
C57BL6J-1.039	053 Sst Gaba	layer 5	5.000000	1	500	304	0.608000	0.393214
C57BL6J-1.039	053 Sst Gaba	layer 6a	2.000000	1	494	219	0.443320	0.557576
C57BL6J-1.039	056 Sst Chodl Gaba	layer 5	1.000000	1	479	0	0.000000	1
C57BL6J-1.039	056 Sst Chodl Gaba	layer 6a	2.000000	1	400	333	0.832500	0.169576
C57BL6J-1.039	113 MEA-COA-BMA Ccdc42 Glut	layer 2/3	1.000000	1	493	0	0.000000	1
C57BL6J-1.039	318 Astro-NT NN	layer 1	1.000000	1	467	0	0.000000	1
C57BL6J-1.039	319 Astro-TE NN	layer 1	5.000000	1	500	267	0.534000	0.467066
C57BL6J-1.039	319 Astro-TE NN	layer 2/3	6.000000	1	500	234	0.468000	0.532934
C57BL6J-1.039	319 Astro-TE NN	layer 5	4.000000	1	500	65	0.130000	0.870259
C57BL6J-1.039	319 Astro-TE NN	layer 6a	2.000000	1	500	151	0.302000	0.698603
C57BL6J-1.039	320 Astro-OLF NN	layer 1	1.000000	1	472	0	0.000000	1
C57BL6J-1.039	326 OPC NN	layer 1	4.000000	1	499	186	0.372745	0.628
C57BL6J-1.039	326 OPC NN	layer 2/3	4.000000	1	500	104	0.208000	0.792415
C57BL6J-1.039	326 OPC NN	layer 5	3.000000	1	500	15	0.030000	0.97006
C57BL6J-1.039	326 OPC NN	layer 6a	1.000000	1	495	0	0.000000	1
C57BL6J-1.039	327 Oligo NN	layer 1	4.000000	1	498	300	0.602410	0.398798
C57BL6J-1.039	327 Oligo NN	layer 2/3	5.000000	1	500	251	0.502000	0.499002
C57BL6J-1.039	327 Oligo NN	layer 5	2.000000	1	500	0	0.000000	1
C57BL6J-1.039	327 Oligo NN	layer 6a	3.000000	1	499	358	0.717435	0.284
C57BL6J-1.039	329 ABC NN	layer 1	1.000000	1	466	0	0.000000	1
C57BL6J-1.039	329 ABC NN	layer 2/3	1.000000	1	491	0	0.000000	1
C57BL6J-1.039	330 VLMC NN	layer 1	3.000000	1	500	118	0.236000	0.764471
C57BL6J-1.039	330 VLMC NN	layer 2/3	1.000000	1	490	0	0.000000	1
C57BL6J-1.039	330 VLMC NN	layer 5	1.000000	1	498	0	0.000000	1
C57BL6J-1.039	331 Peri NN	layer 1	4.000000	1	499	302	0.605210	0.396
C57BL6J-1.039	331 Peri NN	layer 2/3	5.000000	1	500	285	0.570000	0.431138
C57BL6J-1.039	331 Peri NN	layer 5	5.000000	1	500	364	0.728000	0.273453
C57BL6J-1.039	331 Peri NN	layer 6a	1.000000	1	495	0	0.000000	1
C57BL6J-1.039	332 SMC NN	layer 1	3.000000	1	500	110	0.220000	0.780439
C57BL6J-1.039	332 SMC NN	layer 2/3	1.000000	1	499	0	0.000000	1
C57BL6J-1.039	332 SMC NN	layer 5	4.000000	1	500	293	0.586000	0.41517
C57BL6J-1.039	332 SMC NN	layer 6a	1.000000	1	183	0	0.000000	1
C57BL6J-1.039	333 Endo NN	layer 1	5.000000	1	500	237	0.474000	0.526946
C57BL6J-1.039	333 Endo NN	layer 2/3	4.000000	1	500	25	0.050000	0.9501
C57BL6J-1.039	333 Endo NN	layer 5	4.000000	1	500	47	0.094000	0.906188
C57BL6J-1.039	333 Endo NN	layer 6a	1.000000	1	498	0	0.000000	1
C57BL6J-1.039	334 Microglia NN	layer 1	4.000000	1	500	147	0.294000	0.706587
C57BL6J-1.039	334 Microglia NN	layer 2/3	4.000000	1	500	60	0.120000	0.88024
C57BL6J-1.039	334 Microglia NN	layer 5	3.000000	1	500	18	0.036000	0.964072
C57BL6J-1.039	334 Microglia NN	layer 6a	1.000000	1	494	0	0.000000	1
C57BL6J-1.039	335 BAM NN	layer 1	2.000000	1	500	85	0.170000	0.830339
C57BL6J-1.039	335 BAM NN	layer 2/3	2.000000	1	500	44	0.088000	0.912176
C57BL6J-1.039	335 BAM NN	layer 5	2.000000	1	495	86	0.173737	0.826613
C57BL6J-1.039	337 DC NN	layer 1	1.000000	1	468	0	0.000000	1
C57BL6J-1.039	337 DC NN	layer 5	1.000000	1	478	0	0.000000	1
C57BL6J-1.039	338 Lymphoid NN	layer 5	1.000000	1	480	0	0.000000	1
C57BL6J-1.040	001 CLA-EPd-CTX Car3 Glut	layer 2/3	1.000000	1	494	0	0.000000	1
C57BL6J-1.040	001 CLA-EPd-CTX Car3 Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	001 CLA-EPd-CTX Car3 Glut	layer 6a	1.000000	1	494	0	0.000000	1
C57BL6J-1.040	002 IT EP-CLA Glut	layer 5	1.000000	1	496	0	0.000000	1
C57BL6J-1.040	003 L5/6 IT TPE-ENT Glut	layer 5	1.000000	1	497	0	0.000000	1
C57BL6J-1.040	004 L6 IT CTX Glut	layer 2/3	1.000000	1	495	0	0.000000	1
C57BL6J-1.040	004 L6 IT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	004 L6 IT CTX Glut	layer 6a	1.000000	1	498	0	0.000000	1
C57BL6J-1.040	005 L5 IT CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.040	005 L5 IT CTX Glut	layer 6a	1.000000	1	493	0	0.000000	1
C57BL6J-1.040	006 L4/5 IT CTX Glut	layer 1	1.000000	1	487	0	0.000000	1
C57BL6J-1.040	006 L4/5 IT CTX Glut	layer 2/3	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.040	006 L4/5 IT CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.040	006 L4/5 IT CTX Glut	layer 6a	1.000000	1	316	0	0.000000	1
C57BL6J-1.040	007 L2/3 IT CTX Glut	layer 1	3.000000	1	500	30	0.060000	0.94012
C57BL6J-1.040	007 L2/3 IT CTX Glut	layer 2/3	4.000000	1	500	14	0.028000	0.972056
C57BL6J-1.040	007 L2/3 IT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	010 IT AON-TT-DP Glut	layer 1	1.000000	1	445	0	0.000000	1
C57BL6J-1.040	010 IT AON-TT-DP Glut	layer 2/3	1.000000	1	497	0	0.000000	1
C57BL6J-1.040	022 L5 ET CTX Glut	layer 2/3	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	022 L5 ET CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.040	022 L5 ET CTX Glut	layer 6a	1.000000	1	497	0	0.000000	1
C57BL6J-1.040	029 L6b CTX Glut	layer 6a	1.000000	1	445	0	0.000000	1
C57BL6J-1.040	030 L6 CT CTX Glut	layer 2/3	1.000000	1	485	0	0.000000	1
C57BL6J-1.040	030 L6 CT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	030 L6 CT CTX Glut	layer 6a	3.000000	1	500	304	0.608000	0.393214
C57BL6J-1.040	031 CT SUB Glut	layer 5	1.000000	1	474	0	0.000000	1
C57BL6J-1.040	032 L5 NP CTX Glut	layer 2/3	1.000000	1	491	0	0.000000	1
C57BL6J-1.040	032 L5 NP CTX Glut	layer 5	4.000000	1	500	141	0.282000	0.718563
C57BL6J-1.040	032 L5 NP CTX Glut	layer 6a	4.000000	1	494	484	0.979757	0.0222222
C57BL6J-1.040	036 HPF CR Glut	layer 1	1.000000	1	463	0	0.000000	1
C57BL6J-1.040	044 OB Dopa-Gaba	layer 1	1.000000	1	456	0	0.000000	1
C57BL6J-1.040	046 Vip Gaba	layer 1	3.000000	1	499	235	0.470942	0.53
C57BL6J-1.040	046 Vip Gaba	layer 2/3	5.000000	1	500	286	0.572000	0.429142
C57BL6J-1.040	046 Vip Gaba	layer 5	4.000000	1	500	292	0.584000	0.417166
C57BL6J-1.040	046 Vip Gaba	layer 6a	1.000000	1	470	0	0.000000	1
C57BL6J-1.040	047 Sncg Gaba	layer 1	2.000000	1	468	245	0.523504	0.477612
C57BL6J-1.040	047 Sncg Gaba	layer 2/3	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	047 Sncg Gaba	layer 5	3.000000	1	480	415	0.864583	0.137214
C57BL6J-1.040	047 Sncg Gaba	layer 6a	1.000000	1	423	0	0.000000	1
C57BL6J-1.040	049 Lamp5 Gaba	layer 1	3.000000	1	500	122	0.244000	0.756487
C57BL6J-1.040	049 Lamp5 Gaba	layer 2/3	5.000000	1	500	351	0.702000	0.299401
C57BL6J-1.040	049 Lamp5 Gaba	layer 5	2.000000	1	500	15	0.030000	0.97006
C57BL6J-1.040	049 Lamp5 Gaba	layer 6a	2.000000	1	466	250	0.536481	0.464668
C57BL6J-1.040	050 Lamp5 Lhx6 Gaba	layer 5	1.000000	1	493	0	0.000000	1
C57BL6J-1.040	050 Lamp5 Lhx6 Gaba	layer 6a	1.000000	1	419	0	0.000000	1
C57BL6J-1.040	051 Pvalb chandelier Gaba	layer 1	2.000000	1	469	226	0.481876	0.519149
C57BL6J-1.040	051 Pvalb chandelier Gaba	layer 2/3	2.000000	1	499	38	0.076152	0.924
C57BL6J-1.040	052 Pvalb Gaba	layer 1	1.000000	1	474	0	0.000000	1
C57BL6J-1.040	052 Pvalb Gaba	layer 2/3	3.000000	1	500	23	0.046000	0.954092
C57BL6J-1.040	052 Pvalb Gaba	layer 5	4.000000	1	500	101	0.202000	0.798403
C57BL6J-1.040	052 Pvalb Gaba	layer 6a	3.000000	1	497	359	0.722334	0.279116
C57BL6J-1.040	053 Sst Gaba	layer 1	1.000000	1	482	0	0.000000	1
C57BL6J-1.040	053 Sst Gaba	layer 2/3	5.000000	1	500	300	0.600000	0.401198
C57BL6J-1.040	053 Sst Gaba	layer 5	3.000000	1	500	36	0.072000	0.928144
C57BL6J-1.040	053 Sst Gaba	layer 6a	1.000000	1	498	0	0.000000	1
C57BL6J-1.040	056 Sst Chodl Gaba	layer 2/3	1.000000	1	494	0	0.000000	1
C57BL6J-1.040	056 Sst Chodl Gaba	layer 5	1.000000	1	474	0	0.000000	1
C57BL6J-1.040	056 Sst Chodl Gaba	layer 6a	1.000000	1	432	0	0.000000	1
C57BL6J-1.040	113 MEA-COA-BMA Ccdc42 Glut	layer 2/3	1.000000	1	496	0	0.000000	1
C57BL6J-1.040	113 MEA-COA-BMA Ccdc42 Glut	layer 6a	1.000000	1	212	0	0.000000	1
C57BL6J-1.040	319 Astro-TE NN	layer 1	4.000000	1	500	121	0.242000	0.758483
C57BL6J-1.040	319 Astro-TE NN	layer 2/3	6.000000	1	500	264	0.528000	0.473054
C57BL6J-1.040	319 Astro-TE NN	layer 5	5.000000	1	500	181	0.362000	0.638723
C57BL6J-1.040	319 Astro-TE NN	layer 6a	2.000000	1	500	115	0.230000	0.770459
C57BL6J-1.040	320 Astro-OLF NN	layer 1	1.000000	1	454	0	0.000000	1
C57BL6J-1.040	321 Astroependymal NN	layer 1	1.000000	1	430	0	0.000000	1
C57BL6J-1.040	326 OPC NN	layer 1	6.000000	1	500	485	0.970000	0.0319361
C57BL6J-1.040	326 OPC NN	layer 2/3	5.000000	1	500	234	0.468000	0.532934
C57BL6J-1.040	326 OPC NN	layer 5	5.000000	1	500	276	0.552000	0.449102
C57BL6J-1.040	326 OPC NN	layer 6a	1.000000	1	499	0	0.000000	1
C57BL6J-1.040	327 Oligo NN	layer 1	2.000000	1	498	25	0.050201	0.9499
C57BL6J-1.040	327 Oligo NN	layer 2/3	4.000000	1	500	128	0.256000	0.744511
C57BL6J-1.040	327 Oligo NN	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	327 Oligo NN	layer 6a	1.000000	1	500	0	0.000000	1
C57BL6J-1.040	329 ABC NN	layer 1	2.000000	1	500	14	0.028000	0.972056
C57BL6J-1.040	329 ABC NN	layer 2/3	1.000000	1	484	0	0.000000	1
C57BL6J-1.040	330 VLMC NN	layer 1	3.000000	1	500	43	0.086000	0.914172
C57BL6J-1.040	330 VLMC NN	layer 2/3	2.000000	1	500	37	0.074000	0.926148
C57BL6J-1.040	330 VLMC NN	layer 5	3.000000	1	500	122	0.244000	0.756487
C57BL6J-1.040	330 VLMC NN	layer 6a	1.000000	1	321	0	0.000000	1
C57BL6J-1.040	331 Peri NN	layer 1	2.000000	1	499	17	0.034068	0.966
C57BL6J-1.040	331 Peri NN	layer 2/3	3.000000	1	500	39	0.078000	0.922156
C57BL6J-1.040	331 Peri NN	layer 5	4.000000	1	500	116	0.232000	0.768463
C57BL6J-1.040	331 Peri NN	layer 6a	2.000000	1	499	152	0.304609	0.696
C57BL6J-1.040	332 SMC NN	layer 1	4.000000	1	500	358	0.716000	0.285429
C57BL6J-1.040	332 SMC NN	layer 2/3	3.000000	1	500	142	0.284000	0.716567
C57BL6J-1.040	332 SMC NN	layer 5	4.000000	1	500	214	0.428000	0.572854
C57BL6J-1.040	332 SMC NN	layer 6a	1.000000	1	424	0	0.000000	1
C57BL6J-1.040	333 Endo NN	layer 1	5.000000	1	500	244	0.488000	0.512974
C57BL6J-1.040	333 Endo NN	layer 2/3	5.000000	1	500	90	0.180000	0.820359
C57BL6J-1.040	333 Endo NN	layer 5	4.000000	1	500	55	0.110000	0.89022
C57BL6J-1.040	333 Endo NN	layer 6a	2.000000	1	499	104	0.208417	0.792
C57BL6J-1.040	334 Microglia NN	layer 1	3.000000	1	500	84	0.168000	0.832335
C57BL6J-1.040	334 Microglia NN	layer 2/3	4.000000	1	500	62	0.124000	0.876248
C57BL6J-1.040	334 Microglia NN	layer 5	6.000000	1	500	355	0.710000	0.291417
C57BL6J-1.040	334 Microglia NN	layer 6a	2.000000	1	500	143	0.286000	0.714571
C57BL6J-1.040	335 BAM NN	layer 1	2.000000	1	500	25	0.050000	0.9501
C57BL6J-1.040	335 BAM NN	layer 2/3	3.000000	1	495	356	0.719192	0.282258
C57BL6J-1.040	335 BAM NN	layer 5	1.000000	1	483	0	0.000000	1
C57BL6J-1.040	337 DC NN	layer 1	1.000000	1	442	0	0.000000	1
C57BL6J-1.040	338 Lymphoid NN	layer 1	1.000000	1	439	0	0.000000	1
C57BL6J-1.040	338 Lymphoid NN	layer 5	2.000000	1	456	221	0.484649	0.516411
C57BL6J-1.041	001 CLA-EPd-CTX Car3 Glut	layer 2/3	1.000000	1	482	0	0.000000	1
C57BL6J-1.041	001 CLA-EPd-CTX Car3 Glut	layer 5	3.000000	1	498	289	0.580321	0.420842
C57BL6J-1.041	001 CLA-EPd-CTX Car3 Glut	layer 6a	1.000000	1	498	0	0.000000	1
C57BL6J-1.041	002 IT EP-CLA Glut	layer 5	1.000000	1	477	0	0.000000	1
C57BL6J-1.041	004 L6 IT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.041	004 L6 IT CTX Glut	layer 6a	1.000000	1	500	0	0.000000	1
C57BL6J-1.041	005 L5 IT CTX Glut	layer 2/3	1.000000	1	478	0	0.000000	1
C57BL6J-1.041	005 L5 IT CTX Glut	layer 5	2.000000	1	500	2	0.004000	0.996008
C57BL6J-1.041	005 L5 IT CTX Glut	layer 6a	1.000000	1	498	0	0.000000	1
C57BL6J-1.041	006 L4/5 IT CTX Glut	layer 1	1.000000	1	470	0	0.000000	1
C57BL6J-1.041	006 L4/5 IT CTX Glut	layer 2/3	3.000000	1	500	13	0.026000	0.974052
C57BL6J-1.041	006 L4/5 IT CTX Glut	layer 5	4.000000	1	500	42	0.084000	0.916168
C57BL6J-1.041	007 L2/3 IT CTX Glut	layer 1	3.000000	1	500	122	0.244000	0.756487
C57BL6J-1.041	007 L2/3 IT CTX Glut	layer 2/3	4.000000	1	500	21	0.042000	0.958084
C57BL6J-1.041	007 L2/3 IT CTX Glut	layer 5	2.000000	1	500	2	0.004000	0.996008
C57BL6J-1.041	010 IT AON-TT-DP Glut	layer 1	1.000000	1	435	0	0.000000	1
C57BL6J-1.041	010 IT AON-TT-DP Glut	layer 2/3	1.000000	1	490	0	0.000000	1
C57BL6J-1.041	010 IT AON-TT-DP Glut	layer 5	1.000000	1	499	0	0.000000	1
C57BL6J-1.041	022 L5 ET CTX Glut	layer 2/3	1.000000	1	500	0	0.000000	1
C57BL6J-1.041	022 L5 ET CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.041	022 L5 ET CTX Glut	layer 6a	2.000000	1	500	89	0.178000	0.822355
C57BL6J-1.041	029 L6b CTX Glut	layer 5	1.000000	1	488	0	0.000000	1
C57BL6J-1.041	029 L6b CTX Glut	layer 6a	1.000000	1	491	0	0.000000	1
C57BL6J-1.041	030 L6 CT CTX Glut	layer 2/3	1.000000	1	489	0	0.000000	1
C57BL6J-1.041	030 L6 CT CTX Glut	layer 5	4.000000	1	500	66	0.132000	0.868263
C57BL6J-1.041	030 L6 CT CTX Glut	layer 6a	2.000000	1	500	58	0.116000	0.884232
C57BL6J-1.041	031 CT SUB Glut	layer 5	1.000000	1	498	0	0.000000	1
C57BL6J-1.041	032 L5 NP CTX Glut	layer 2/3	1.000000	1	480	0	0.000000	1
C57BL6J-1.041	032 L5 NP CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-1.041	032 L5 NP CTX Glut	layer 6a	3.000000	1	499	343	0.687375	0.314
C57BL6J-1.041	036 HPF CR Glut	layer 1	1.000000	1	444	0	0.000000	1
C57BL6J-1.041	042 OB-out Frmd7 Gaba	layer 5	1.000000	1	498	0	0.000000	1
C57BL6J-1.041	044 OB Dopa-Gaba	layer 2/3	2.000000	1	477	256	0.536688	0.464435
C57BL6J-1.041	046 Vip Gaba	layer 1	3.000000	1	500	225	0.450000	0.550898
C57BL6J-1.041	046 Vip Gaba	layer 2/3	4.000000	1	500	178	0.356000	0.644711
C57BL6J-1.041	046 Vip Gaba	layer 5	3.000000	1	500	75	0.150000	0.850299
C57BL6J-1.041	046 Vip Gaba	layer 6a	1.000000	1	482	0	0.000000	1
C57BL6J-1.041	047 Sncg Gaba	layer 1	3.000000	1	476	447	0.939076	0.0628931
C57BL6J-1.041	047 Sncg Gaba	layer 2/3	2.000000	1	500	47	0.094000	0.906188
C57BL6J-1.041	047 Sncg Gaba	layer 5	2.000000	1	491	223	0.454175	0.546748
C57BL6J-1.041	047 Sncg Gaba	layer 6a	1.000000	1	462	0	0.000000	1
C57BL6J-1.041	049 Lamp5 Gaba	layer 1	3.000000	1	497	237	0.476861	0.524096
C57BL6J-1.041	049 Lamp5 Gaba	layer 2/3	4.000000	1	499	345	0.691383	0.31
C57BL6J-1.041	049 Lamp5 Gaba	layer 5	5.000000	1	500	452	0.904000	0.0978044
C57BL6J-1.041	049 Lamp5 Gaba	layer 6a	2.000000	1	499	153	0.306613	0.694
C57BL6J-1.041	050 Lamp5 Lhx6 Gaba	layer 5	1.000000	1	497	0	0.000000	1
C57BL6J-1.041	051 Pvalb chandelier Gaba	layer 1	2.000000	1	464	307	0.661638	0.339785
C57BL6J-1.041	051 Pvalb chandelier Gaba	layer 2/3	1.000000	1	460	0	0.000000	1
C57BL6J-1.041	051 Pvalb chandelier Gaba	layer 5	1.000000	1	498	0	0.000000	1
C57BL6J-1.041	052 Pvalb Gaba	layer 1	1.000000	1	443	0	0.000000	1
C57BL6J-1.041	052 Pvalb Gaba	layer 2/3	2.000000	1	500	5	0.010000	0.99002
C57BL6J-1.041	052 Pvalb Gaba	layer 5	3.000000	1	500	22	0.044000	0.956088
C57BL6J-1.041	052 Pvalb Gaba	layer 6a	4.000000	1	498	458	0.919679	0.0821643
C57BL6J-1.041	053 Sst Gaba	layer 1	3.000000	1	493	380	0.770791	0.230769
C57BL6J-1.041	053 Sst Gaba	layer 2/3	3.000000	1	500	82	0.164000	0.836327
C57BL6J-1.041	053 Sst Gaba	layer 5	5.000000	1	500	308	0.616000	0.38523
C57BL6J-1.041	053 Sst Gaba	layer 6a	2.000000	1	499	99	0.198397	0.802
C57BL6J-1.041	056 Sst Chodl Gaba	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-1.041	056 Sst Chodl Gaba	layer 6a	2.000000	1	449	261	0.581292	0.42
C57BL6J-1.041	064 STR-PAL Chst9 Gaba	layer 5	2.000000	1	491	224	0.456212	0.544715
C57BL6J-1.041	113 MEA-COA-BMA Ccdc42 Glut	layer 1	1.000000	1	450	0	0.000000	1
C57BL6J-1.041	319 Astro-TE NN	layer 1	5.000000	1	500	336	0.672000	0.329341
C57BL6J-1.041	319 Astro-TE NN	layer 2/3	4.000000	1	500	27	0.054000	0.946108
C57BL6J-1.041	319 Astro-TE NN	layer 5	5.000000	1	500	136	0.272000	0.728543
C57BL6J-1.041	319 Astro-TE NN	layer 6a	3.000000	1	500	237	0.474000	0.526946
C57BL6J-1.041	320 Astro-OLF NN	layer 1	1.000000	1	473	0	0.000000	1
