slide	subclass	layer	true_region_num	true_file_count	random_sample_n	true_gt_random_count	true_gt_random_ratio	perm_p_value_one_sided
C57BL6J-2.016	049 Lamp5 Gaba	layer 2/3	3.000000	1	500	91	0.182000	0.818363
C57BL6J-2.016	049 Lamp5 Gaba	layer 5	2.000000	1	496	140	0.282258	0.71831
C57BL6J-2.016	051 Pvalb chandelier Gaba	layer 1	1.000000	1	489	0	0.000000	1
C57BL6J-2.016	051 Pvalb chandelier Gaba	layer 2/3	3.000000	1	496	373	0.752016	0.249497
C57BL6J-2.016	051 Pvalb chandelier Gaba	layer 5	1.000000	1	445	0	0.000000	1
C57BL6J-2.016	052 Pvalb Gaba	layer 1	1.000000	1	499	0	0.000000	1
C57BL6J-2.016	052 Pvalb Gaba	layer 2/3	4.000000	1	500	194	0.388000	0.612774
C57BL6J-2.016	052 Pvalb Gaba	layer 5	2.000000	1	500	39	0.078000	0.922156
C57BL6J-2.016	053 Sst Gaba	layer 1	2.000000	1	500	30	0.060000	0.94012
C57BL6J-2.016	053 Sst Gaba	layer 2/3	4.000000	1	500	184	0.368000	0.632735
C57BL6J-2.016	053 Sst Gaba	layer 5	2.000000	1	500	48	0.096000	0.904192
C57BL6J-2.016	056 Sst Chodl Gaba	layer 1	1.000000	1	499	0	0.000000	1
C57BL6J-2.016	056 Sst Chodl Gaba	layer 2/3	1.000000	1	482	0	0.000000	1
C57BL6J-2.016	056 Sst Chodl Gaba	layer 5	1.000000	1	476	0	0.000000	1
C57BL6J-2.016	319 Astro-TE NN	layer 1	5.000000	1	500	185	0.370000	0.630739
C57BL6J-2.016	319 Astro-TE NN	layer 2/3	5.000000	1	500	192	0.384000	0.616766
C57BL6J-2.016	319 Astro-TE NN	layer 5	3.000000	1	500	119	0.238000	0.762475
C57BL6J-2.016	319 Astro-TE NN	layer 6a	1.000000	1	306	0	0.000000	1
C57BL6J-2.016	326 OPC NN	layer 1	4.000000	1	500	167	0.334000	0.666667
C57BL6J-2.016	326 OPC NN	layer 2/3	5.000000	1	500	388	0.776000	0.225549
C57BL6J-2.016	326 OPC NN	layer 5	4.000000	1	500	314	0.628000	0.373253
C57BL6J-2.016	326 OPC NN	layer 6a	1.000000	1	239	0	0.000000	1
C57BL6J-2.016	327 Oligo NN	layer 1	3.000000	1	500	191	0.382000	0.618762
C57BL6J-2.016	327 Oligo NN	layer 2/3	4.000000	1	500	219	0.438000	0.562874
C57BL6J-2.016	327 Oligo NN	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.016	327 Oligo NN	layer 6a	1.000000	1	322	0	0.000000	1
C57BL6J-2.016	329 ABC NN	layer 1	2.000000	1	500	6	0.012000	0.988024
C57BL6J-2.016	330 VLMC NN	layer 1	1.000000	1	500	0	0.000000	1
C57BL6J-2.016	330 VLMC NN	layer 2/3	1.000000	1	478	0	0.000000	1
C57BL6J-2.016	331 Peri NN	layer 1	1.000000	1	500	0	0.000000	1
C57BL6J-2.016	331 Peri NN	layer 2/3	4.000000	1	500	241	0.482000	0.518962
C57BL6J-2.016	331 Peri NN	layer 5	4.000000	1	500	330	0.660000	0.341317
C57BL6J-2.016	332 SMC NN	layer 1	3.000000	1	500	52	0.104000	0.896208
C57BL6J-2.016	332 SMC NN	layer 2/3	2.000000	1	498	62	0.124498	0.875752
C57BL6J-2.016	332 SMC NN	layer 5	3.000000	1	499	291	0.583166	0.418
C57BL6J-2.016	333 Endo NN	layer 1	6.000000	1	500	323	0.646000	0.355289
C57BL6J-2.016	333 Endo NN	layer 2/3	4.000000	1	500	53	0.106000	0.894212
C57BL6J-2.016	333 Endo NN	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.016	334 Microglia NN	layer 1	3.000000	1	500	25	0.050000	0.9501
C57BL6J-2.016	334 Microglia NN	layer 2/3	4.000000	1	500	101	0.202000	0.798403
C57BL6J-2.016	334 Microglia NN	layer 5	5.000000	1	500	448	0.896000	0.105788
C57BL6J-2.016	335 BAM NN	layer 1	2.000000	1	499	13	0.026052	0.974
C57BL6J-2.016	335 BAM NN	layer 2/3	2.000000	1	477	257	0.538784	0.462343
C57BL6J-2.016	335 BAM NN	layer 5	2.000000	1	491	187	0.380855	0.619919
C57BL6J-2.016	338 Lymphoid NN	layer 1	1.000000	1	499	0	0.000000	1
C57BL6J-2.016	338 Lymphoid NN	layer 2/3	1.000000	1	413	0	0.000000	1
C57BL6J-2.016	338 Lymphoid NN	layer 5	2.000000	1	377	288	0.763926	0.238095
C57BL6J-2.017	001 CLA-EPd-CTX Car3 Glut	layer 2/3	1.000000	1	472	0	0.000000	1
C57BL6J-2.017	001 CLA-EPd-CTX Car3 Glut	layer 5	1.000000	1	499	0	0.000000	1
C57BL6J-2.017	001 CLA-EPd-CTX Car3 Glut	layer 6a	1.000000	1	343	0	0.000000	1
C57BL6J-2.017	002 IT EP-CLA Glut	layer 5	2.000000	1	462	309	0.668831	0.332613
C57BL6J-2.017	002 IT EP-CLA Glut	layer 6a	1.000000	1	162	0	0.000000	1
C57BL6J-2.017	004 L6 IT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.017	005 L5 IT CTX Glut	layer 1	1.000000	1	485	0	0.000000	1
C57BL6J-2.017	005 L5 IT CTX Glut	layer 2/3	1.000000	1	476	0	0.000000	1
C57BL6J-2.017	005 L5 IT CTX Glut	layer 5	2.000000	1	500	10	0.020000	0.98004
C57BL6J-2.017	005 L5 IT CTX Glut	layer 6a	1.000000	1	436	0	0.000000	1
C57BL6J-2.017	006 L4/5 IT CTX Glut	layer 1	1.000000	1	496	0	0.000000	1
C57BL6J-2.017	006 L4/5 IT CTX Glut	layer 2/3	2.000000	1	500	1	0.002000	0.998004
C57BL6J-2.017	006 L4/5 IT CTX Glut	layer 5	2.000000	1	500	4	0.008000	0.992016
C57BL6J-2.017	007 L2/3 IT CTX Glut	layer 1	4.000000	1	500	25	0.050000	0.9501
C57BL6J-2.017	007 L2/3 IT CTX Glut	layer 2/3	5.000000	1	500	155	0.310000	0.690619
C57BL6J-2.017	007 L2/3 IT CTX Glut	layer 5	2.000000	1	499	55	0.110220	0.89
C57BL6J-2.017	022 L5 ET CTX Glut	layer 2/3	1.000000	1	464	0	0.000000	1
C57BL6J-2.017	022 L5 ET CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.017	022 L5 ET CTX Glut	layer 6a	3.000000	1	484	461	0.952479	0.0494845
C57BL6J-2.017	029 L6b CTX Glut	layer 2/3	1.000000	1	473	0	0.000000	1
C57BL6J-2.017	029 L6b CTX Glut	layer 5	2.000000	1	433	264	0.609700	0.391705
C57BL6J-2.017	030 L6 CT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.017	030 L6 CT CTX Glut	layer 6a	1.000000	1	492	0	0.000000	1
C57BL6J-2.017	031 CT SUB Glut	layer 1	1.000000	1	476	0	0.000000	1
C57BL6J-2.017	031 CT SUB Glut	layer 5	1.000000	1	499	0	0.000000	1
C57BL6J-2.017	032 L5 NP CTX Glut	layer 5	3.000000	1	500	68	0.136000	0.864271
C57BL6J-2.017	032 L5 NP CTX Glut	layer 6a	2.000000	1	486	307	0.631687	0.36961
C57BL6J-2.017	037 DG Glut	layer 2/3	1.000000	1	470	0	0.000000	1
C57BL6J-2.017	042 OB-out Frmd7 Gaba	layer 1	1.000000	1	492	0	0.000000	1
C57BL6J-2.017	046 Vip Gaba	layer 1	4.000000	1	499	344	0.689379	0.312
C57BL6J-2.017	046 Vip Gaba	layer 2/3	4.000000	1	500	179	0.358000	0.642715
C57BL6J-2.017	046 Vip Gaba	layer 5	2.000000	1	475	239	0.503158	0.497899
C57BL6J-2.017	046 Vip Gaba	layer 6a	1.000000	1	433	0	0.000000	1
C57BL6J-2.017	047 Sncg Gaba	layer 1	2.000000	1	488	176	0.360656	0.640082
C57BL6J-2.017	047 Sncg Gaba	layer 2/3	3.000000	1	494	297	0.601215	0.4
C57BL6J-2.017	047 Sncg Gaba	layer 5	2.000000	1	490	132	0.269388	0.731161
C57BL6J-2.017	049 Lamp5 Gaba	layer 1	3.000000	1	500	68	0.136000	0.864271
C57BL6J-2.017	049 Lamp5 Gaba	layer 2/3	2.000000	1	500	20	0.040000	0.96008
C57BL6J-2.017	049 Lamp5 Gaba	layer 5	3.000000	1	496	356	0.717742	0.283702
C57BL6J-2.017	050 Lamp5 Lhx6 Gaba	layer 2/3	1.000000	1	471	0	0.000000	1
C57BL6J-2.017	050 Lamp5 Lhx6 Gaba	layer 5	1.000000	1	497	0	0.000000	1
C57BL6J-2.017	051 Pvalb chandelier Gaba	layer 2/3	1.000000	1	477	0	0.000000	1
C57BL6J-2.017	051 Pvalb chandelier Gaba	layer 5	1.000000	1	497	0	0.000000	1
C57BL6J-2.017	052 Pvalb Gaba	layer 1	2.000000	1	491	180	0.366599	0.634146
C57BL6J-2.017	052 Pvalb Gaba	layer 2/3	3.000000	1	500	43	0.086000	0.914172
C57BL6J-2.017	052 Pvalb Gaba	layer 5	3.000000	1	500	99	0.198000	0.802395
C57BL6J-2.017	052 Pvalb Gaba	layer 6a	2.000000	1	479	307	0.640919	0.360417
C57BL6J-2.017	053 Sst Gaba	layer 1	1.000000	1	482	0	0.000000	1
C57BL6J-2.017	053 Sst Gaba	layer 2/3	3.000000	1	500	76	0.152000	0.848303
C57BL6J-2.017	053 Sst Gaba	layer 5	4.000000	1	500	231	0.462000	0.538922
C57BL6J-2.017	053 Sst Gaba	layer 6a	1.000000	1	487	0	0.000000	1
C57BL6J-2.017	056 Sst Chodl Gaba	layer 5	1.000000	1	499	0	0.000000	1
C57BL6J-2.017	056 Sst Chodl Gaba	layer 6a	1.000000	1	163	0	0.000000	1
C57BL6J-2.017	064 STR-PAL Chst9 Gaba	layer 5	1.000000	1	449	0	0.000000	1
C57BL6J-2.017	064 STR-PAL Chst9 Gaba	layer 6a	1.000000	1	161	0	0.000000	1
C57BL6J-2.017	319 Astro-TE NN	layer 1	4.000000	1	500	38	0.076000	0.924152
C57BL6J-2.017	319 Astro-TE NN	layer 2/3	4.000000	1	500	41	0.082000	0.918164
C57BL6J-2.017	319 Astro-TE NN	layer 5	7.000000	1	500	480	0.960000	0.0419162
C57BL6J-2.017	319 Astro-TE NN	layer 6a	2.000000	1	496	214	0.431452	0.569416
C57BL6J-2.017	320 Astro-OLF NN	layer 2/3	1.000000	1	469	0	0.000000	1
C57BL6J-2.017	326 OPC NN	layer 1	3.000000	1	500	37	0.074000	0.926148
C57BL6J-2.017	326 OPC NN	layer 2/3	3.000000	1	500	36	0.072000	0.928144
C57BL6J-2.017	326 OPC NN	layer 5	5.000000	1	500	369	0.738000	0.263473
C57BL6J-2.017	326 OPC NN	layer 6a	1.000000	1	493	0	0.000000	1
C57BL6J-2.017	327 Oligo NN	layer 1	5.000000	1	500	426	0.852000	0.149701
C57BL6J-2.017	327 Oligo NN	layer 2/3	3.000000	1	500	41	0.082000	0.918164
C57BL6J-2.017	327 Oligo NN	layer 5	2.000000	1	500	6	0.012000	0.988024
C57BL6J-2.017	327 Oligo NN	layer 6a	1.000000	1	496	0	0.000000	1
C57BL6J-2.017	329 ABC NN	layer 1	3.000000	1	500	84	0.168000	0.832335
C57BL6J-2.017	330 VLMC NN	layer 1	4.000000	1	500	237	0.474000	0.526946
C57BL6J-2.017	330 VLMC NN	layer 2/3	2.000000	1	500	125	0.250000	0.750499
C57BL6J-2.017	330 VLMC NN	layer 5	1.000000	1	497	0	0.000000	1
C57BL6J-2.017	330 VLMC NN	layer 6a	2.000000	1	422	343	0.812796	0.189125
C57BL6J-2.017	331 Peri NN	layer 1	3.000000	1	500	95	0.190000	0.810379
C57BL6J-2.017	331 Peri NN	layer 2/3	5.000000	1	500	414	0.828000	0.173653
C57BL6J-2.017	331 Peri NN	layer 5	3.000000	1	500	87	0.174000	0.826347
C57BL6J-2.017	331 Peri NN	layer 6a	2.000000	1	485	300	0.618557	0.382716
C57BL6J-2.017	332 SMC NN	layer 1	3.000000	1	500	153	0.306000	0.694611
C57BL6J-2.017	332 SMC NN	layer 2/3	3.000000	1	500	220	0.440000	0.560878
C57BL6J-2.017	332 SMC NN	layer 5	4.000000	1	500	369	0.738000	0.263473
C57BL6J-2.017	332 SMC NN	layer 6a	1.000000	1	364	0	0.000000	1
C57BL6J-2.017	333 Endo NN	layer 1	5.000000	1	500	126	0.252000	0.748503
C57BL6J-2.017	333 Endo NN	layer 2/3	5.000000	1	500	154	0.308000	0.692615
C57BL6J-2.017	333 Endo NN	layer 5	3.000000	1	500	34	0.068000	0.932136
C57BL6J-2.017	333 Endo NN	layer 6a	1.000000	1	495	0	0.000000	1
C57BL6J-2.017	334 Microglia NN	layer 1	5.000000	1	500	210	0.420000	0.580838
C57BL6J-2.017	334 Microglia NN	layer 2/3	5.000000	1	500	258	0.516000	0.48503
C57BL6J-2.017	334 Microglia NN	layer 5	5.000000	1	500	309	0.618000	0.383234
C57BL6J-2.017	334 Microglia NN	layer 6a	2.000000	1	489	248	0.507157	0.493878
C57BL6J-2.017	335 BAM NN	layer 1	2.000000	1	499	55	0.110220	0.89
C57BL6J-2.017	335 BAM NN	layer 2/3	3.000000	1	499	206	0.412826	0.588
C57BL6J-2.017	335 BAM NN	layer 5	1.000000	1	463	0	0.000000	1
C57BL6J-2.017	338 Lymphoid NN	layer 1	2.000000	1	479	231	0.482255	0.51875
C57BL6J-2.017	338 Lymphoid NN	layer 2/3	1.000000	1	472	0	0.000000	1
C57BL6J-2.017	338 Lymphoid NN	layer 5	1.000000	1	449	0	0.000000	1
C57BL6J-2.018	001 CLA-EPd-CTX Car3 Glut	layer 2/3	1.000000	1	483	0	0.000000	1
C57BL6J-2.018	001 CLA-EPd-CTX Car3 Glut	layer 5	1.000000	1	497	0	0.000000	1
C57BL6J-2.018	001 CLA-EPd-CTX Car3 Glut	layer 6a	1.000000	1	471	0	0.000000	1
C57BL6J-2.018	002 IT EP-CLA Glut	layer 5	3.000000	1	498	323	0.648594	0.352705
C57BL6J-2.018	002 IT EP-CLA Glut	layer 6a	1.000000	1	244	0	0.000000	1
C57BL6J-2.018	004 L6 IT CTX Glut	layer 5	2.000000	1	500	2	0.004000	0.996008
C57BL6J-2.018	004 L6 IT CTX Glut	layer 6a	2.000000	1	500	161	0.322000	0.678643
C57BL6J-2.018	005 L5 IT CTX Glut	layer 5	2.000000	1	500	5	0.010000	0.99002
C57BL6J-2.018	005 L5 IT CTX Glut	layer 6a	2.000000	1	434	333	0.767281	0.234483
C57BL6J-2.018	006 L4/5 IT CTX Glut	layer 2/3	3.000000	1	500	19	0.038000	0.962076
C57BL6J-2.018	006 L4/5 IT CTX Glut	layer 5	3.000000	1	500	8	0.016000	0.984032
C57BL6J-2.018	007 L2/3 IT CTX Glut	layer 1	2.000000	1	500	3	0.006000	0.994012
C57BL6J-2.018	007 L2/3 IT CTX Glut	layer 2/3	5.000000	1	500	122	0.244000	0.756487
C57BL6J-2.018	007 L2/3 IT CTX Glut	layer 5	3.000000	1	500	93	0.186000	0.814371
C57BL6J-2.018	010 IT AON-TT-DP Glut	layer 2/3	1.000000	1	486	0	0.000000	1
C57BL6J-2.018	022 L5 ET CTX Glut	layer 2/3	1.000000	1	495	0	0.000000	1
C57BL6J-2.018	022 L5 ET CTX Glut	layer 5	3.000000	1	500	30	0.060000	0.94012
C57BL6J-2.018	022 L5 ET CTX Glut	layer 6a	3.000000	1	498	416	0.835341	0.166333
C57BL6J-2.018	030 L6 CT CTX Glut	layer 5	2.000000	1	500	0	0.000000	1
C57BL6J-2.018	030 L6 CT CTX Glut	layer 6a	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	031 CT SUB Glut	layer 2/3	1.000000	1	481	0	0.000000	1
C57BL6J-2.018	031 CT SUB Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	032 L5 NP CTX Glut	layer 2/3	1.000000	1	499	0	0.000000	1
C57BL6J-2.018	032 L5 NP CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	032 L5 NP CTX Glut	layer 6a	2.000000	1	469	241	0.513859	0.487234
C57BL6J-2.018	044 OB Dopa-Gaba	layer 1	1.000000	1	493	0	0.000000	1
C57BL6J-2.018	046 Vip Gaba	layer 1	1.000000	1	461	0	0.000000	1
C57BL6J-2.018	046 Vip Gaba	layer 2/3	4.000000	1	500	257	0.514000	0.487026
C57BL6J-2.018	046 Vip Gaba	layer 5	2.000000	1	500	29	0.058000	0.942116
C57BL6J-2.018	046 Vip Gaba	layer 6a	1.000000	1	423	0	0.000000	1
C57BL6J-2.018	047 Sncg Gaba	layer 2/3	1.000000	1	496	0	0.000000	1
C57BL6J-2.018	047 Sncg Gaba	layer 5	2.000000	1	475	211	0.444211	0.556723
C57BL6J-2.018	049 Lamp5 Gaba	layer 1	2.000000	1	500	21	0.042000	0.958084
C57BL6J-2.018	049 Lamp5 Gaba	layer 2/3	3.000000	1	500	118	0.236000	0.764471
C57BL6J-2.018	049 Lamp5 Gaba	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	049 Lamp5 Gaba	layer 6a	1.000000	1	430	0	0.000000	1
C57BL6J-2.018	050 Lamp5 Lhx6 Gaba	layer 2/3	1.000000	1	480	0	0.000000	1
C57BL6J-2.018	050 Lamp5 Lhx6 Gaba	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	051 Pvalb chandelier Gaba	layer 1	1.000000	1	465	0	0.000000	1
C57BL6J-2.018	051 Pvalb chandelier Gaba	layer 2/3	2.000000	1	488	172	0.352459	0.648262
C57BL6J-2.018	052 Pvalb Gaba	layer 1	1.000000	1	472	0	0.000000	1
C57BL6J-2.018	052 Pvalb Gaba	layer 2/3	2.000000	1	500	11	0.022000	0.978044
C57BL6J-2.018	052 Pvalb Gaba	layer 5	3.000000	1	500	29	0.058000	0.942116
C57BL6J-2.018	052 Pvalb Gaba	layer 6a	3.000000	1	496	411	0.828629	0.173038
C57BL6J-2.018	053 Sst Gaba	layer 1	1.000000	1	479	0	0.000000	1
C57BL6J-2.018	053 Sst Gaba	layer 2/3	4.000000	1	500	243	0.486000	0.51497
C57BL6J-2.018	053 Sst Gaba	layer 5	5.000000	1	500	295	0.590000	0.411178
C57BL6J-2.018	053 Sst Gaba	layer 6a	4.000000	1	496	488	0.983871	0.0181087
C57BL6J-2.018	056 Sst Chodl Gaba	layer 1	1.000000	1	472	0	0.000000	1
C57BL6J-2.018	056 Sst Chodl Gaba	layer 2/3	1.000000	1	483	0	0.000000	1
C57BL6J-2.018	056 Sst Chodl Gaba	layer 5	3.000000	1	486	396	0.814815	0.186858
C57BL6J-2.018	056 Sst Chodl Gaba	layer 6a	2.000000	1	424	352	0.830189	0.171765
C57BL6J-2.018	315 DCO UBC Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	318 Astro-NT NN	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	319 Astro-TE NN	layer 1	4.000000	1	500	177	0.354000	0.646707
C57BL6J-2.018	319 Astro-TE NN	layer 2/3	4.000000	1	500	60	0.120000	0.88024
C57BL6J-2.018	319 Astro-TE NN	layer 5	5.000000	1	500	170	0.340000	0.660679
C57BL6J-2.018	319 Astro-TE NN	layer 6a	2.000000	1	499	118	0.236473	0.764
C57BL6J-2.018	320 Astro-OLF NN	layer 1	1.000000	1	464	0	0.000000	1
C57BL6J-2.018	326 OPC NN	layer 1	4.000000	1	500	302	0.604000	0.397206
C57BL6J-2.018	326 OPC NN	layer 2/3	5.000000	1	500	383	0.766000	0.235529
C57BL6J-2.018	326 OPC NN	layer 5	6.000000	1	500	413	0.826000	0.175649
C57BL6J-2.018	326 OPC NN	layer 6a	2.000000	1	499	181	0.362725	0.638
C57BL6J-2.018	327 Oligo NN	layer 1	3.000000	1	497	256	0.515091	0.485944
C57BL6J-2.018	327 Oligo NN	layer 2/3	3.000000	1	500	50	0.100000	0.9002
C57BL6J-2.018	327 Oligo NN	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	327 Oligo NN	layer 6a	2.000000	1	500	99	0.198000	0.802395
C57BL6J-2.018	329 ABC NN	layer 1	1.000000	1	468	0	0.000000	1
C57BL6J-2.018	330 VLMC NN	layer 1	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	330 VLMC NN	layer 2/3	1.000000	1	476	0	0.000000	1
C57BL6J-2.018	330 VLMC NN	layer 5	2.000000	1	499	64	0.128257	0.872
C57BL6J-2.018	330 VLMC NN	layer 6a	1.000000	1	419	0	0.000000	1
C57BL6J-2.018	331 Peri NN	layer 1	3.000000	1	500	107	0.214000	0.786427
C57BL6J-2.018	331 Peri NN	layer 2/3	5.000000	1	499	423	0.847695	0.154
C57BL6J-2.018	331 Peri NN	layer 5	4.000000	1	500	146	0.292000	0.708583
C57BL6J-2.018	331 Peri NN	layer 6a	1.000000	1	495	0	0.000000	1
C57BL6J-2.018	332 SMC NN	layer 1	3.000000	1	499	262	0.525050	0.476
C57BL6J-2.018	332 SMC NN	layer 2/3	2.000000	1	500	37	0.074000	0.926148
C57BL6J-2.018	332 SMC NN	layer 5	1.000000	1	468	0	0.000000	1
C57BL6J-2.018	333 Endo NN	layer 1	5.000000	1	500	353	0.706000	0.295409
C57BL6J-2.018	333 Endo NN	layer 2/3	8.000000	1	500	482	0.964000	0.0379242
C57BL6J-2.018	333 Endo NN	layer 5	5.000000	1	500	131	0.262000	0.738523
C57BL6J-2.018	333 Endo NN	layer 6a	2.000000	1	500	127	0.254000	0.746507
C57BL6J-2.018	334 Microglia NN	layer 1	4.000000	1	500	202	0.404000	0.596806
C57BL6J-2.018	334 Microglia NN	layer 2/3	5.000000	1	500	219	0.438000	0.562874
C57BL6J-2.018	334 Microglia NN	layer 5	5.000000	1	500	195	0.390000	0.610778
C57BL6J-2.018	334 Microglia NN	layer 6a	2.000000	1	498	120	0.240964	0.759519
C57BL6J-2.018	335 BAM NN	layer 1	3.000000	1	499	283	0.567134	0.434
C57BL6J-2.018	335 BAM NN	layer 2/3	3.000000	1	497	370	0.744467	0.257028
C57BL6J-2.018	335 BAM NN	layer 5	1.000000	1	473	0	0.000000	1
C57BL6J-2.018	337 DC NN	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.018	338 Lymphoid NN	layer 2/3	2.000000	1	471	275	0.583864	0.417373
C57BL6J-2.018	338 Lymphoid NN	layer 5	2.000000	1	474	204	0.430380	0.570526
C57BL6J-2.018	338 Lymphoid NN	layer 6a	1.000000	1	418	0	0.000000	1
C57BL6J-2.019	001 CLA-EPd-CTX Car3 Glut	layer 5	2.000000	1	500	11	0.022000	0.978044
C57BL6J-2.019	001 CLA-EPd-CTX Car3 Glut	layer 6a	1.000000	1	499	0	0.000000	1
C57BL6J-2.019	002 IT EP-CLA Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.019	002 IT EP-CLA Glut	layer 6a	1.000000	1	268	0	0.000000	1
C57BL6J-2.019	004 L6 IT CTX Glut	layer 5	1.000000	1	500	0	0.000000	1
C57BL6J-2.019	004 L6 IT CTX Glut	layer 6a	1.000000	1	500	0	0.000000	1
C57BL6J-2.019	005 L5 IT CTX Glut	layer 2/3	1.000000	1	468	0	0.000000	1
C57BL6J-2.019	005 L5 IT CTX Glut	layer 5	2.000000	1	500	2	0.004000	0.996008
C57BL6J-2.019	005 L5 IT CTX Glut	layer 6a	1.000000	1	499	0	0.000000	1
C57BL6J-2.019	006 L4/5 IT CTX Glut	layer 2/3	3.000000	1	500	6	0.012000	0.988024
C57BL6J-2.019	006 L4/5 IT CTX Glut	layer 5	3.000000	1	500	2	0.004000	0.996008
C57BL6J-2.019	006 L4/5 IT CTX Glut	layer 6a	1.000000	1	265	0	0.000000	1
C57BL6J-2.019	007 L2/3 IT CTX Glut	layer 1	3.000000	1	500	154	0.308000	0.692615
C57BL6J-2.019	007 L2/3 IT CTX Glut	layer 2/3	4.000000	1	500	14	0.028000	0.972056
C57BL6J-2.019	007 L2/3 IT CTX Glut	layer 5	2.000000	1	500	2	0.004000	0.996008
C57BL6J-2.019	022 L5 ET CTX Glut	layer 2/3	1.000000	1	500	0	0.000000	1
C57BL6J-2.019	022 L5 ET CTX Glut	layer 5	2.000000	1	500	0	0.000000	1
C57BL6J-2.019	022 L5 ET CTX Glut	layer 6a	2.000000	1	499	92	0.184369	0.816
C57BL6J-2.019	029 L6b CTX Glut	layer 6a	1.000000	1	495	0	0.000000	1
C57BL6J-2.019	030 L6 CT CTX Glut	layer 5	2.000000	1	500	0	0.000000	1
C57BL6J-2.019	030 L6 CT CTX Glut	layer 6a	2.000000	1	500	68	0.136000	0.864271
C57BL6J-2.019	032 L5 NP CTX Glut	layer 2/3	2.000000	1	486	229	0.471193	0.529774
C57BL6J-2.019	032 L5 NP CTX Glut	layer 5	2.000000	1	500	1	0.002000	0.998004
C57BL6J-2.019	032 L5 NP CTX Glut	layer 6a	2.000000	1	498	102	0.204819	0.795591
C57BL6J-2.019	046 Vip Gaba	layer 1	1.000000	1	465	0	0.000000	1
C57BL6J-2.019	046 Vip Gaba	layer 2/3	3.000000	1	500	43	0.086000	0.914172
C57BL6J-2.019	046 Vip Gaba	layer 5	3.000000	1	500	125	0.250000	0.750499
C57BL6J-2.019	046 Vip Gaba	layer 6a	1.000000	1	492	0	0.000000	1
C57BL6J-2.019	047 Sncg Gaba	layer 2/3	3.000000	1	500	89	0.178000	0.822355
C57BL6J-2.019	047 Sncg Gaba	layer 5	4.000000	1	488	476	0.975410	0.0265849
C57BL6J-2.019	047 Sncg Gaba	layer 6a	1.000000	1	472	0	0.000000	1
C57BL6J-2.019	048 RHP-COA Ndnf Gaba	layer 1	1.000000	1	434	0	0.000000	1
C57BL6J-2.019	049 Lamp5 Gaba	layer 1	5.000000	1	498	474	0.951807	0.0501002
C57BL6J-2.019	049 Lamp5 Gaba	layer 2/3	4.000000	1	500	180	0.360000	0.640719
C57BL6J-2.019	049 Lamp5 Gaba	layer 5	5.000000	1	500	451	0.902000	0.0998004
C57BL6J-2.019	049 Lamp5 Gaba	layer 6a	2.000000	1	472	278	0.588983	0.412262
C57BL6J-2.019	050 Lamp5 Lhx6 Gaba	layer 2/3	1.000000	1	479	0	0.000000	1
C57BL6J-2.019	050 Lamp5 Lhx6 Gaba	layer 5	1.000000	1	499	0	0.000000	1
C57BL6J-2.019	050 Lamp5 Lhx6 Gaba	layer 6a	1.000000	1	413	0	0.000000	1
C57BL6J-2.019	051 Pvalb chandelier Gaba	layer 2/3	4.000000	1	499	392	0.785571	0.216
C57BL6J-2.019	052 Pvalb Gaba	layer 2/3	4.000000	1	500	159	0.318000	0.682635
C57BL6J-2.019	052 Pvalb Gaba	layer 5	3.000000	1	500	22	0.044000	0.956088
C57BL6J-2.019	052 Pvalb Gaba	layer 6a	2.000000	1	500	106	0.212000	0.788423
C57BL6J-2.019	053 Sst Gaba	layer 1	1.000000	1	430	0	0.000000	1
C57BL6J-2.019	053 Sst Gaba	layer 2/3	3.000000	1	499	71	0.142285	0.858
C57BL6J-2.019	053 Sst Gaba	layer 5	3.000000	1	500	22	0.044000	0.956088
C57BL6J-2.019	053 Sst Gaba	layer 6a	3.000000	1	500	324	0.648000	0.353293
C57BL6J-2.019	056 Sst Chodl Gaba	layer 2/3	2.000000	1	491	241	0.490835	0.510163
C57BL6J-2.019	056 Sst Chodl Gaba	layer 5	1.000000	1	490	0	0.000000	1
C57BL6J-2.019	056 Sst Chodl Gaba	layer 6a	1.000000	1	478	0	0.000000	1
C57BL6J-2.019	066 NDB-SI-ant Prdm12 Gaba	layer 2/3	1.000000	1	476	0	0.000000	1
