sample_label	layer	a	b	rate
C57BL6J-1.064	layer 6a	2281	2281	1
C57BL6J-1.064	layer 6b	152	147	0.967105263157895
C57BL6J-1.065	layer 1	858	858	1
C57BL6J-1.065	layer 2/3	1632	1632	1
C57BL6J-1.065	layer 4	934	934	1
C57BL6J-1.065	layer 5	1263	1263	1
C57BL6J-1.065	layer 6a	1415	1415	1
C57BL6J-1.065	layer 6b	123	120	0.975609756097561
C57BL6J-1.066	layer 1	1077	1077	1
C57BL6J-1.066	layer 2/3	1952	1952	1
C57BL6J-1.066	layer 4	1060	1060	1
C57BL6J-1.066	layer 5	1532	1532	1
C57BL6J-1.066	layer 6a	1948	1949	1.00051334702259
C57BL6J-1.066	layer 6b	193	193	1
C57BL6J-1.067	layer 1	1270	1270	1
C57BL6J-1.067	layer 2/3	2225	2225	1
C57BL6J-1.067	layer 4	1134	1134	1
C57BL6J-1.067	layer 5	1495	1495	1
C57BL6J-1.067	layer 6a	1686	1686	1
C57BL6J-1.067	layer 6b	104	98	0.942307692307692
C57BL6J-1.068	layer 1	1344	1344	1
C57BL6J-1.068	layer 2/3	2502	2502	1
C57BL6J-1.068	layer 4	1096	1096	1
C57BL6J-1.068	layer 5	1620	1621	1.00061728395062
C57BL6J-1.068	layer 6a	1781	1781	1
C57BL6J-1.068	layer 6b	136	133	0.977941176470588
C57BL6J-1.069	layer 1	1008	1003	0.995039682539683
C57BL6J-1.069	layer 2/3	1772	1772	1
C57BL6J-1.069	layer 4	959	959	1
C57BL6J-1.069	layer 5	1254	1254	1
C57BL6J-1.069	layer 6a	1465	1465	1
C57BL6J-1.069	layer 6b	119	119	1
C57BL6J-1.070	layer 1	1144	1144	1
C57BL6J-1.070	layer 2/3	2257	2257	1
C57BL6J-1.070	layer 4	1138	1137	0.999121265377856
C57BL6J-1.070	layer 5	1730	1731	1.00057803468208
C57BL6J-1.070	layer 6a	1804	1804	1
C57BL6J-1.070	layer 6b	139	134	0.964028776978417
C57BL6J-1.071	layer 1	1161	1161	1
C57BL6J-1.071	layer 2/3	2196	2196	1
C57BL6J-1.071	layer 4	1087	1087	1
C57BL6J-1.071	layer 5	1550	1550	1
C57BL6J-1.071	layer 6a	1637	1637	1
C57BL6J-1.071	layer 6b	123	120	0.975609756097561
C57BL6J-1.072	layer 1	1134	1134	1
C57BL6J-1.072	layer 2/3	1959	1959	1
C57BL6J-1.072	layer 4	1055	1043	0.988625592417062
C57BL6J-1.072	layer 5	1469	1469	1
C57BL6J-1.072	layer 6a	1630	1630	1
C57BL6J-1.072	layer 6b	111	109	0.981981981981982
C57BL6J-1.073	layer 1	950	950	1
C57BL6J-1.073	layer 2/3	1986	1986	1
C57BL6J-1.073	layer 4	898	898	1
C57BL6J-1.073	layer 5	1300	1300	1
C57BL6J-1.073	layer 6a	1545	1545	1
C57BL6J-1.073	layer 6b	129	123	0.953488372093023
C57BL6J-1.074	layer 1	1026	1026	1
C57BL6J-1.074	layer 2/3	2437	2437	1
C57BL6J-1.074	layer 4	1142	1129	0.98861646234676
C57BL6J-1.074	layer 5	1709	1709	1
C57BL6J-1.074	layer 6a	1794	1795	1.00055741360089
C57BL6J-1.074	layer 6b	151	151	1
C57BL6J-1.076	layer 1	1219	1219	1
C57BL6J-1.076	layer 2/3	2166	2166	1
C57BL6J-1.076	layer 4	940	940	1
C57BL6J-1.076	layer 5	1657	1657	1
C57BL6J-1.076	layer 6a	1622	1622	1
C57BL6J-1.076	layer 6b	143	136	0.951048951048951
C57BL6J-1.077	layer 1	1281	1281	1
C57BL6J-1.077	layer 2/3	2481	2481	1
C57BL6J-1.077	layer 4	1167	1167	1
C57BL6J-1.077	layer 5	2144	2144	1
C57BL6J-1.077	layer 6a	2123	2123	1
C57BL6J-1.077	layer 6b	207	203	0.980676328502415
C57BL6J-1.078	layer 1	1453	1453	1
C57BL6J-1.078	layer 2/3	2768	2768	1
C57BL6J-1.078	layer 4	1251	1251	1
C57BL6J-1.078	layer 5	2204	2205	1.00045372050817
C57BL6J-1.078	layer 6a	2328	2328	1
C57BL6J-1.078	layer 6b	250	244	0.976
C57BL6J-1.079	layer 1	965	965	1
C57BL6J-1.079	layer 2/3	2286	2286	1
C57BL6J-1.079	layer 4	1060	1060	1
C57BL6J-1.079	layer 5	1777	1777	1
C57BL6J-1.079	layer 6a	2103	2103	1
C57BL6J-1.079	layer 6b	211	191	0.90521327014218
C57BL6J-1.080	layer 1	1271	1271	1
C57BL6J-1.080	layer 2/3	2880	2880	1
C57BL6J-1.080	layer 4	1240	1233	0.994354838709677
C57BL6J-1.080	layer 5	2323	2324	1.00043047783039
C57BL6J-1.080	layer 6a	2106	2106	1
C57BL6J-1.080	layer 6b	240	240	1
C57BL6J-1.081	layer 1	915	915	1
C57BL6J-1.081	layer 2/3	2310	2310	1
C57BL6J-1.081	layer 4	898	898	1
C57BL6J-1.081	layer 5	1633	1634	1.0006123698714
C57BL6J-1.081	layer 6a	1500	1500	1
C57BL6J-1.081	layer 6b	202	193	0.955445544554455
C57BL6J-1.082	layer 1	771	771	1
C57BL6J-1.082	layer 2/3	2094	2094	1
C57BL6J-1.082	layer 4	841	841	1
C57BL6J-1.082	layer 5	1466	1466	1
C57BL6J-1.082	layer 6a	1325	1325	1
C57BL6J-1.082	layer 6b	189	177	0.936507936507937
C57BL6J-1.083	layer 1	969	969	1
C57BL6J-1.083	layer 2/3	2357	2357	1
C57BL6J-1.083	layer 4	770	769	0.998701298701299
C57BL6J-1.083	layer 5	1546	1546	1
C57BL6J-1.083	layer 6a	1350	1349	0.999259259259259
C57BL6J-1.083	layer 6b	213	214	1.00469483568075
C57BL6J-1.084	layer 1	853	853	1
C57BL6J-1.084	layer 2/3	2137	2138	1.0004679457183
C57BL6J-1.084	layer 4	787	787	1
C57BL6J-1.084	layer 5	1475	1475	1
C57BL6J-1.084	layer 6a	1179	1178	0.999151823579305
C57BL6J-1.084	layer 6b	180	179	0.994444444444444
C57BL6J-1.085	layer 1	985	985	1
C57BL6J-1.085	layer 2/3	2283	2283	1
C57BL6J-1.085	layer 4	883	883	1
C57BL6J-1.085	layer 5	1736	1736	1
C57BL6J-1.085	layer 6a	1253	1252	0.999201915403033
C57BL6J-1.085	layer 6b	188	185	0.984042553191489
C57BL6J-1.086	layer 1	1065	1065	1
C57BL6J-1.086	layer 2/3	2469	2469	1
C57BL6J-1.086	layer 4	770	770	1
C57BL6J-1.086	layer 5	1632	1630	0.998774509803922
C57BL6J-1.086	layer 6a	1131	1131	1
C57BL6J-1.086	layer 6b	176	177	1.00568181818182
C57BL6J-1.087	layer 1	845	838	0.991715976331361
C57BL6J-1.087	layer 2/3	1919	1919	1
C57BL6J-1.087	layer 4	700	700	1
C57BL6J-1.087	layer 5	1676	1675	0.999403341288783
C57BL6J-1.087	layer 6a	1239	1239	1
C57BL6J-1.087	layer 6b	240	207	0.8625
C57BL6J-1.088	layer 1	1145	1145	1
C57BL6J-1.088	layer 2/3	2404	2404	1
C57BL6J-1.088	layer 4	767	767	1
C57BL6J-1.088	layer 5	1969	1964	0.99746063991874
C57BL6J-1.088	layer 6a	1269	1269	1
C57BL6J-1.088	layer 6b	221	219	0.990950226244344
C57BL6J-1.089	layer 1	985	985	1
C57BL6J-1.089	layer 2/3	2355	2355	1
C57BL6J-1.089	layer 4	621	621	1
C57BL6J-1.089	layer 5	1795	1795	1
C57BL6J-1.089	layer 6a	1193	1193	1
C57BL6J-1.089	layer 6b	205	196	0.95609756097561
C57BL6J-1.090	layer 1	1278	1278	1
C57BL6J-1.090	layer 2/3	2488	2488	1
C57BL6J-1.090	layer 4	709	709	1
C57BL6J-1.090	layer 5	2127	2127	1
C57BL6J-1.090	layer 6a	1386	1385	0.999278499278499
C57BL6J-1.090	layer 6b	200	201	1.005
C57BL6J-1.091	layer 1	1065	1065	1
C57BL6J-1.091	layer 2/3	1910	1910	1
C57BL6J-1.091	layer 4	536	532	0.992537313432836
C57BL6J-1.091	layer 5	1551	1551	1
C57BL6J-1.091	layer 6a	964	959	0.994813278008299
C57BL6J-1.091	layer 6b	159	154	0.968553459119497
C57BL6J-1.092	layer 1	1072	1072	1
C57BL6J-1.092	layer 2/3	2355	2355	1
C57BL6J-1.092	layer 4	729	729	1
C57BL6J-1.092	layer 5	2120	2120	1
C57BL6J-1.092	layer 6a	1323	1323	1
C57BL6J-1.092	layer 6b	186	175	0.940860215053763
C57BL6J-1.093	layer 1	1300	1300	1
C57BL6J-1.093	layer 2/3	2431	2431	1
C57BL6J-1.093	layer 4	730	731	1.0013698630137
C57BL6J-1.093	layer 5	2139	2139	1
C57BL6J-1.093	layer 6a	1206	1206	1
C57BL6J-1.093	layer 6b	171	147	0.859649122807018
C57BL6J-1.095	layer 1	952	952	1
C57BL6J-1.095	layer 2/3	1807	1807	1
C57BL6J-1.095	layer 4	520	520	1
C57BL6J-1.095	layer 5	1674	1675	1.00059737156511
C57BL6J-1.095	layer 6a	976	976	1
C57BL6J-1.095	layer 6b	139	129	0.928057553956835
C57BL6J-1.096	layer 1	1049	1049	1
C57BL6J-1.096	layer 2/3	2011	2011	1
C57BL6J-1.096	layer 4	794	794	1
C57BL6J-1.096	layer 5	2105	2105	1
C57BL6J-1.096	layer 6a	1257	1257	1
C57BL6J-1.096	layer 6b	185	162	0.875675675675676
C57BL6J-1.097	layer 1	914	914	1
C57BL6J-1.097	layer 2/3	1914	1914	1
C57BL6J-1.097	layer 4	661	661	1
C57BL6J-1.097	layer 5	1760	1760	1
C57BL6J-1.097	layer 6a	1055	1055	1
C57BL6J-1.097	layer 6b	136	123	0.904411764705882
C57BL6J-1.098	layer 1	1006	1006	1
C57BL6J-1.098	layer 2/3	1867	1867	1
C57BL6J-1.098	layer 4	581	581	1
C57BL6J-1.098	layer 5	1638	1639	1.0006105006105
C57BL6J-1.098	layer 6a	968	968	1
C57BL6J-1.098	layer 6b	170	168	0.988235294117647
C57BL6J-1.099	layer 1	1078	1078	1
C57BL6J-1.099	layer 2/3	2195	2195	1
C57BL6J-1.099	layer 4	621	616	0.99194847020934
C57BL6J-1.099	layer 5	1740	1740	1
C57BL6J-1.099	layer 6a	940	940	1
C57BL6J-1.099	layer 6b	137	128	0.934306569343066
C57BL6J-1.100	layer 1	1128	1128	1
C57BL6J-1.100	layer 2/3	2237	2237	1
C57BL6J-1.100	layer 4	761	761	1
C57BL6J-1.100	layer 5	1803	1804	1.00055463117027
C57BL6J-1.100	layer 6a	967	967	1
C57BL6J-1.100	layer 6b	172	168	0.976744186046512
C57BL6J-1.101	layer 1	853	852	0.998827667057444
C57BL6J-1.101	layer 2/3	1811	1812	1.00055218111541
C57BL6J-1.101	layer 4	603	603	1
C57BL6J-1.101	layer 5	1670	1670	1
C57BL6J-1.101	layer 6a	967	967	1
C57BL6J-1.101	layer 6b	129	122	0.945736434108527
C57BL6J-1.102	layer 1	945	945	1
C57BL6J-1.102	layer 2/3	2064	2064	1
C57BL6J-1.102	layer 4	706	706	1
C57BL6J-1.102	layer 5	2008	2008	1
C57BL6J-1.102	layer 6a	1314	1314	1
C57BL6J-1.102	layer 6b	171	169	0.988304093567251
C57BL6J-1.103	layer 1	908	908	1
C57BL6J-1.103	layer 2/3	1538	1538	1
C57BL6J-1.103	layer 4	663	663	1
C57BL6J-1.103	layer 5	1720	1720	1
C57BL6J-1.103	layer 6a	1130	1131	1.00088495575221
C57BL6J-1.103	layer 6b	141	126	0.893617021276596
C57BL6J-1.104	layer 1	1113	1113	1
C57BL6J-1.104	layer 2/3	1776	1776	1
C57BL6J-1.104	layer 4	801	801	1
C57BL6J-1.104	layer 5	1749	1749	1
C57BL6J-1.104	layer 6a	1122	1122	1
C57BL6J-1.104	layer 6b	124	124	1
C57BL6J-1.105	layer 1	631	631	1
C57BL6J-1.105	layer 2/3	1457	1457	1
C57BL6J-1.105	layer 4	470	470	1
C57BL6J-1.105	layer 5	1301	1302	1.00076863950807
C57BL6J-1.105	layer 6a	765	765	1
C57BL6J-1.105	layer 6b	88	76	0.863636363636364
C57BL6J-1.106	layer 1	708	707	0.998587570621469
C57BL6J-1.106	layer 2/3	1315	1315	1
C57BL6J-1.106	layer 4	526	526	1
C57BL6J-1.106	layer 5	1370	1370	1
C57BL6J-1.106	layer 6a	1031	1032	1.00096993210475
C57BL6J-1.106	layer 6b	117	109	0.931623931623932
C57BL6J-1.107	layer 1	588	588	1
C57BL6J-1.107	layer 2/3	1336	1337	1.00074850299401
C57BL6J-1.107	layer 4	501	501	1
C57BL6J-1.107	layer 5	1036	1036	1
C57BL6J-1.107	layer 6a	834	834	1
C57BL6J-1.107	layer 6b	90	83	0.922222222222222
C57BL6J-1.108	layer 1	601	601	1
C57BL6J-1.108	layer 2/3	1263	1263	1
C57BL6J-1.108	layer 4	444	444	1
C57BL6J-1.108	layer 5	963	964	1.00103842159917
C57BL6J-1.108	layer 6a	857	857	1
C57BL6J-1.108	layer 6b	57	49	0.859649122807018
C57BL6J-1.109	layer 1	552	552	1
C57BL6J-1.109	layer 2/3	1097	1097	1
C57BL6J-1.109	layer 4	384	384	1
C57BL6J-1.109	layer 5	895	896	1.00111731843575
C57BL6J-1.109	layer 6a	707	707	1
C57BL6J-1.109	layer 6b	31	23	0.741935483870968
C57BL6J-1.110	layer 1	622	622	1
C57BL6J-1.110	layer 2/3	1250	1251	1.0008
C57BL6J-1.110	layer 4	462	462	1
C57BL6J-1.110	layer 5	1153	1153	1
C57BL6J-1.110	layer 6a	801	801	1
C57BL6J-1.110	layer 6b	19	7	0.368421052631579
C57BL6J-1.111	layer 1	428	428	1
C57BL6J-1.111	layer 2/3	1021	1021	1
C57BL6J-1.111	layer 4	276	276	1
C57BL6J-1.111	layer 5	746	747	1.00134048257373
C57BL6J-1.111	layer 6a	316	316	1
C57BL6J-1.113	layer 1	484	484	1
C57BL6J-1.113	layer 2/3	991	991	1
C57BL6J-1.113	layer 4	224	224	1
C57BL6J-1.113	layer 5	410	410	1
C57BL6J-1.114	layer 1	675	675	1
C57BL6J-1.114	layer 2/3	995	996	1.00100502512563
C57BL6J-1.114	layer 4	66	65	0.984848484848485
