slide,layer,a_layer,b_layer,a_class,b_class,a_glutotal,a_gabatotal,b_glutotal,b_gabatotal,a_region,b_region,a_ei,b_ei,a_merge_region,b_merge_region,a_cell_Neuron_type,b_cell_Neuron_type,a_enrich_class_cell_ids_num,b_enrich_class_cell_ids_num,a_cell_id_n,b_cell_id_n,overlap_a_in_b,overlap_b_in_a,a_source_file,b_source_file
C57BL6J-1.025,layer 1,layer 1,layer 1,040 OB Trdn Gaba,332 SMC NN,80,245,54,164,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.32653061224489793,0.32926829268292684,regions_1,regions_1,GABA,NonNeuron,5,7,526,489,0.30988593155893535,0.3333333333333333,C57BL6J-1.025_040 OB Trdn Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_332 SMC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,040 OB Trdn Gaba,333 Endo NN,80,245,28,70,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.32653061224489793,0.4,regions_1,regions_1,GABA,NonNeuron,5,35,526,287,0.057034220532319393,0.10452961672473868,C57BL6J-1.025_040 OB Trdn Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_333 Endo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,040 OB Trdn Gaba,333 Endo NN,80,245,50,136,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.32653061224489793,0.36764705882352944,regions_1,regions_2,GABA,NonNeuron,5,34,526,280,0.532319391634981,1.0,C57BL6J-1.025_040 OB Trdn Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_333 Endo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,040 OB Trdn Gaba,334 Microglia NN,80,245,29,47,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.32653061224489793,0.6170212765957447,regions_1,regions_1,GABA,NonNeuron,5,7,526,143,0.0,0.0,C57BL6J-1.025_040 OB Trdn Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_334 Microglia NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,042 OB-out Frmd7 Gaba,130,388,78,245,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.33505154639175255,0.3183673469387755,regions_1,regions_1,GABA,GABA,113,86,846,522,0.5768321513002365,0.9348659003831418,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,043 OB-mi Frmd7 Gaba,130,388,78,241,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.33505154639175255,0.3236514522821577,regions_1,regions_1,GABA,GABA,113,11,846,513,0.5697399527186762,0.9395711500974658,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_043 OB-mi Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,044 OB Dopa-Gaba,130,388,90,269,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1",0.33505154639175255,0.3345724907063197,regions_1,regions_1,GABA,NonNeuron,113,35,846,555,0.6288416075650118,0.9585585585585585,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_044 OB Dopa-Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,045 OB-STR-CTX Inh IMN,130,388,15,82,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.33505154639175255,0.18292682926829268,regions_1,regions_1,GABA,NonNeuron,113,2,846,123,0.1453900709219858,1.0,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_045 OB-STR-CTX Inh IMN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,049 Lamp5 Gaba,130,388,19,30,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.33505154639175255,0.6333333333333333,regions_1,regions_1,GABA,GABA,113,2,846,106,0.1111111111111111,0.8867924528301887,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_049 Lamp5 Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,117 LHA Barhl2 Glut,130,388,13,43,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Frontal pole, layer 1,Orbital area, lateral part, layer 1",0.33505154639175255,0.3023255813953488,regions_1,regions_1,GABA,Glut,113,1,846,83,0.09810874704491726,1.0,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_117 LHA Barhl2 Glut_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,319 Astro-TE NN,130,388,56,146,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.33505154639175255,0.3835616438356164,regions_1,regions_1,GABA,NonNeuron,113,31,846,462,0.45390070921985815,0.8311688311688312,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_319 Astro-TE NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,320 Astro-OLF NN,130,388,58,181,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1,Secondary motor area, layer 1",0.33505154639175255,0.32044198895027626,regions_1,regions_1,GABA,NonNeuron,113,38,846,473,0.4940898345153664,0.8837209302325582,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_320 Astro-OLF NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,320 Astro-OLF NN,130,388,19,42,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.33505154639175255,0.4523809523809524,regions_1,regions_2,GABA,NonNeuron,113,11,846,91,0.10638297872340426,0.989010989010989,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_320 Astro-OLF NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,326 OPC NN,130,388,54,99,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.33505154639175255,0.5454545454545454,regions_1,regions_1,GABA,NonNeuron,113,15,846,343,0.3380614657210402,0.8338192419825073,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_326 OPC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,326 OPC NN,130,388,1,0,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Orbital area, medial part, layer 1",0.33505154639175255,,regions_1,regions_2,GABA,NonNeuron,113,1,846,3,0.0035460992907801418,1.0,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_326 OPC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,327 Oligo NN,130,388,0,1,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Orbital area, medial part, layer 1",0.33505154639175255,0.0,regions_1,regions_1,GABA,NonNeuron,113,1,846,2,0.002364066193853428,1.0,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_327 Oligo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,327 Oligo NN,130,388,26,89,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.33505154639175255,0.29213483146067415,regions_1,regions_2,GABA,NonNeuron,113,6,846,151,0.17848699763593381,1.0,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_327 Oligo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,328 OEC NN,130,388,82,257,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1,Orbital area, medial part, layer 1,Prelimbic area, layer 1",0.33505154639175255,0.31906614785992216,regions_1,regions_1,GABA,NonNeuron,113,71,846,650,0.6702127659574468,0.8723076923076923,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_328 OEC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,330 VLMC NN,130,388,66,196,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1,Prelimbic area, layer 1",0.33505154639175255,0.336734693877551,regions_1,regions_1,GABA,NonNeuron,113,33,846,548,0.5520094562647754,0.8521897810218978,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_330 VLMC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,332 SMC NN,130,388,54,164,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.33505154639175255,0.32926829268292684,regions_1,regions_1,GABA,NonNeuron,113,7,846,489,0.483451536643026,0.83640081799591,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_332 SMC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,333 Endo NN,130,388,28,70,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.33505154639175255,0.4,regions_1,regions_1,GABA,NonNeuron,113,35,846,287,0.26004728132387706,0.7665505226480837,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_333 Endo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,333 Endo NN,130,388,50,136,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.33505154639175255,0.36764705882352944,regions_1,regions_2,GABA,NonNeuron,113,34,846,280,0.3144208037825059,0.95,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_333 Endo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,041 OB-in Frmd7 Gaba,334 Microglia NN,130,388,29,47,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.33505154639175255,0.6170212765957447,regions_1,regions_1,GABA,NonNeuron,113,7,846,143,0.15484633569739953,0.916083916083916,C57BL6J-1.025_041 OB-in Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_334 Microglia NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,043 OB-mi Frmd7 Gaba,78,245,78,241,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.3183673469387755,0.3236514522821577,regions_1,regions_1,GABA,GABA,86,11,522,513,0.9827586206896551,1.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_043 OB-mi Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,044 OB Dopa-Gaba,78,245,90,269,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1",0.3183673469387755,0.3345724907063197,regions_1,regions_1,GABA,NonNeuron,86,35,522,555,0.9540229885057471,0.8972972972972973,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_044 OB Dopa-Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,045 OB-STR-CTX Inh IMN,78,245,15,82,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.3183673469387755,0.18292682926829268,regions_1,regions_1,GABA,NonNeuron,86,2,522,123,0.0,0.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_045 OB-STR-CTX Inh IMN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,049 Lamp5 Gaba,78,245,19,30,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.3183673469387755,0.6333333333333333,regions_1,regions_1,GABA,GABA,86,2,522,106,0.0,0.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_049 Lamp5 Gaba_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,117 LHA Barhl2 Glut,78,245,13,43,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1,Frontal pole, layer 1,Orbital area, lateral part, layer 1",0.3183673469387755,0.3023255813953488,regions_1,regions_1,GABA,Glut,86,1,522,83,0.11685823754789272,0.7349397590361446,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_117 LHA Barhl2 Glut_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,319 Astro-TE NN,78,245,56,146,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.3183673469387755,0.3835616438356164,regions_1,regions_1,GABA,NonNeuron,86,31,522,462,0.1839080459770115,0.2077922077922078,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_319 Astro-TE NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,320 Astro-OLF NN,78,245,58,181,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, lateral part, layer 1,Secondary motor area, layer 1",0.3183673469387755,0.32044198895027626,regions_1,regions_1,GABA,NonNeuron,86,38,522,473,0.26053639846743293,0.28752642706131076,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_320 Astro-OLF NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,320 Astro-OLF NN,78,245,19,42,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.3183673469387755,0.4523809523809524,regions_1,regions_2,GABA,NonNeuron,86,11,522,91,0.1743295019157088,1.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_320 Astro-OLF NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,326 OPC NN,78,245,54,99,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.3183673469387755,0.5454545454545454,regions_1,regions_1,GABA,NonNeuron,86,15,522,343,0.019157088122605363,0.029154518950437316,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_326 OPC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,326 OPC NN,78,245,1,0,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Orbital area, medial part, layer 1",0.3183673469387755,,regions_1,regions_2,GABA,NonNeuron,86,1,522,3,0.005747126436781609,1.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_326 OPC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,327 Oligo NN,78,245,0,1,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Orbital area, medial part, layer 1",0.3183673469387755,0.0,regions_1,regions_1,GABA,NonNeuron,86,1,522,2,0.0038314176245210726,1.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_327 Oligo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,327 Oligo NN,78,245,26,89,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",0.3183673469387755,0.29213483146067415,regions_1,regions_2,GABA,NonNeuron,86,6,522,151,0.0,0.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_327 Oligo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,328 OEC NN,78,245,82,257,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1,Orbital area, medial part, layer 1,Prelimbic area, layer 1",0.3183673469387755,0.31906614785992216,regions_1,regions_1,GABA,NonNeuron,86,71,522,650,0.6111111111111112,0.4907692307692308,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_328 OEC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,330 VLMC NN,78,245,66,196,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1,Prelimbic area, layer 1",0.3183673469387755,0.336734693877551,regions_1,regions_1,GABA,NonNeuron,86,33,522,548,0.47509578544061304,0.45255474452554745,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_330 VLMC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,332 SMC NN,78,245,54,164,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.3183673469387755,0.32926829268292684,regions_1,regions_1,GABA,NonNeuron,86,7,522,489,0.3045977011494253,0.32515337423312884,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_332 SMC NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,333 Endo NN,78,245,28,70,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Secondary motor area, layer 1,Orbital area, lateral part, layer 1",0.3183673469387755,0.4,regions_1,regions_1,GABA,NonNeuron,86,35,522,287,0.04980842911877394,0.09059233449477352,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_333 Endo NN_layer 1_merged_regions_table_cell_id.txt
C57BL6J-1.025,layer 1,layer 1,layer 1,042 OB-out Frmd7 Gaba,333 Endo NN,78,245,50,136,"Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1","Frontal pole, layer 1,Prelimbic area, layer 1,Orbital area, medial part, layer 1,Orbital area, ventrolateral part, layer 1",0.3183673469387755,0.36764705882352944,regions_1,regions_2,GABA,NonNeuron,86,34,522,280,0.5363984674329502,1.0,C57BL6J-1.025_042 OB-out Frmd7 Gaba_layer 1_merged_regions_table_cell_id.txt,C57BL6J-1.025_333 Endo NN_layer 1_merged_regions_table_cell_id.txt
