Class	layer	merge_regions	loc	xstart	ystart	xend	yend	p
319 Astro-TE NN	layer 1	regions_1	3.95143832479942_3.49526638534395	3.95143832479942	3.49526638534395	4.35143832479942	3.89526638534395	0.0256974302569743
319 Astro-TE NN	layer 1	regions_1	3.95143832479942_3.51526638534395	3.95143832479942	3.51526638534395	4.35143832479942	3.91526638534395	0.0118988101189881
319 Astro-TE NN	layer 1	regions_1	3.9618185231859_3.43526638534395	3.9618185231859	3.43526638534395	4.3618185231859	3.83526638534395	0.0025997400259974
319 Astro-TE NN	layer 1	regions_1	3.9618185231859_3.45526638534395	3.9618185231859	3.45526638534395	4.3618185231859	3.85526638534395	0.0191980801919808
319 Astro-TE NN	layer 1	regions_1	3.9618185231859_3.47526638534395	3.9618185231859	3.47526638534395	4.3618185231859	3.87526638534395	0.0384961503849615
319 Astro-TE NN	layer 1	regions_1	3.97143832479942_3.51526638534395	3.97143832479942	3.51526638534395	4.37143832479942	3.91526638534395	0.0388961103889611
319 Astro-TE NN	layer 1	regions_1	3.9818185231859_3.43526638534395	3.9818185231859	3.43526638534395	4.3818185231859	3.83526638534395	0.0051994800519948
319 Astro-TE NN	layer 1	regions_1	3.9818185231859_3.45526638534395	3.9818185231859	3.45526638534395	4.3818185231859	3.85526638534395	0.0288971102889711
319 Astro-TE NN	layer 1	regions_1	3.98203960690884_3.41526638534395	3.98203960690884	3.41526638534395	4.38203960690884	3.81526638534395	0.0017998200179982
319 Astro-TE NN	layer 1	regions_1	3.99366456778621_3.39526638534395	3.99366456778621	3.39526638534395	4.39366456778621	3.79526638534395	0.0016998300169983
319 Astro-TE NN	layer 1	regions_1	4.0018185231859_3.43526638534395	4.0018185231859	3.43526638534395	4.4018185231859	3.83526638534395	0.0012998700129987
319 Astro-TE NN	layer 1	regions_1	4.0018185231859_3.45526638534395	4.0018185231859	3.45526638534395	4.4018185231859	3.85526638534395	0.0075992400759924
319 Astro-TE NN	layer 1	regions_1	4.0018185231859_3.47526638534395	4.0018185231859	3.47526638534395	4.4018185231859	3.87526638534395	0.017998200179982
319 Astro-TE NN	layer 1	regions_1	4.00203960690884_3.41526638534395	4.00203960690884	3.41526638534395	4.40203960690884	3.81526638534395	0.0003999600039996
319 Astro-TE NN	layer 1	regions_1	4.01143832479942_3.49526638534395	4.01143832479942	3.49526638534395	4.41143832479942	3.89526638534395	0.0380961903809619
319 Astro-TE NN	layer 1	regions_1	4.01143832479942_3.51526638534395	4.01143832479942	3.51526638534395	4.41143832479942	3.91526638534395	0.0195980401959804
319 Astro-TE NN	layer 1	regions_1	4.01366456778621_3.39526638534395	4.01366456778621	3.39526638534395	4.41366456778621	3.79526638534395	0.0001999800019998
319 Astro-TE NN	layer 1	regions_1	4.01944165015836_3.37526638534395	4.01944165015836	3.37526638534395	4.41944165015836	3.77526638534395	0.0002999700029997
