Class	layer	merge_regions	loc	xstart	ystart	xend	yend	p
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.11100131281686_3.59526638534395	4.11100131281686	3.59526638534395	4.51100131281686	3.99526638534395	0.0263973602639736
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.11100131281686_3.61526638534395	4.11100131281686	3.61526638534395	4.51100131281686	4.01526638534395	0.0255974402559744
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.11100131281686_3.63526638534395	4.11100131281686	3.63526638534395	4.51100131281686	4.03526638534395	0.028997100289971
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.11100131281686_3.65526638534395	4.11100131281686	3.65526638534395	4.51100131281686	4.05526638534395	0.0184981501849815
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.11153824734647_3.57526638534395	4.11153824734647	3.57526638534395	4.51153824734647	3.97526638534395	0.0386961303869613
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.11944165015836_3.37526638534395	4.11944165015836	3.37526638534395	4.51944165015836	3.77526638534395	0.0322967703229677
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1218185231859_3.43526638534395	4.1218185231859	3.43526638534395	4.5218185231859	3.83526638534395	0.0405959404059594
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1218185231859_3.45526638534395	4.1218185231859	3.45526638534395	4.5218185231859	3.85526638534395	0.0274972502749725
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1218185231859_3.47526638534395	4.1218185231859	3.47526638534395	4.5218185231859	3.87526638534395	0.0481951804819518
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13100131281686_3.59526638534395	4.13100131281686	3.59526638534395	4.53100131281686	3.99526638534395	0.0050994900509949
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13100131281686_3.61526638534395	4.13100131281686	3.61526638534395	4.53100131281686	4.01526638534395	0.0062993700629937
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13100131281686_3.63526638534395	4.13100131281686	3.63526638534395	4.53100131281686	4.03526638534395	0.0108989101089891
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13100131281686_3.65526638534395	4.13100131281686	3.65526638534395	4.53100131281686	4.05526638534395	0.0192980701929807
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13143832479942_3.49526638534395	4.13143832479942	3.49526638534395	4.53143832479942	3.89526638534395	0.0421957804219578
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13143832479942_3.51526638534395	4.13143832479942	3.51526638534395	4.53143832479942	3.91526638534395	0.0454954504549545
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13153824734647_3.55526638534395	4.13153824734647	3.55526638534395	4.53153824734647	3.95526638534395	0.0298970102989701
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13153824734647_3.57526638534395	4.13153824734647	3.57526638534395	4.53153824734647	3.97526638534395	0.0130986901309869
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13366456778621_3.39526638534395	4.13366456778621	3.39526638534395	4.53366456778621	3.79526638534395	0.0357964203579642
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13514627782736_3.33526638534395	4.13514627782736	3.33526638534395	4.53514627782736	3.73526638534395	0.0140985901409859
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13514627782736_3.35526638534395	4.13514627782736	3.35526638534395	4.53514627782736	3.75526638534395	0.0324967503249675
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.13944165015836_3.37526638534395	4.13944165015836	3.37526638534395	4.53944165015836	3.77526638534395	0.0146985301469853
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1418185231859_3.43526638534395	4.1418185231859	3.43526638534395	4.5418185231859	3.83526638534395	0.0116988301169883
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1418185231859_3.45526638534395	4.1418185231859	3.45526638534395	4.5418185231859	3.85526638534395	0.0070992900709929
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1418185231859_3.47526638534395	4.1418185231859	3.47526638534395	4.5418185231859	3.87526638534395	0.013998600139986
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.14203960690884_3.41526638534395	4.14203960690884	3.41526638534395	4.54203960690884	3.81526638534395	0.0114988501149885
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15100131281686_3.59526638534395	4.15100131281686	3.59526638534395	4.55100131281686	3.99526638534395	0.0002999700029997
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15100131281686_3.61526638534395	4.15100131281686	3.61526638534395	4.55100131281686	4.01526638534395	0.0002999700029997
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15100131281686_3.63526638534395	4.15100131281686	3.63526638534395	4.55100131281686	4.03526638534395	0.0002999700029997
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15100131281686_3.65526638534395	4.15100131281686	3.65526638534395	4.55100131281686	4.05526638534395	0.0013998600139986
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15100131281686_3.67526638534395	4.15100131281686	3.67526638534395	4.55100131281686	4.07526638534395	0.010998900109989
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15143832479942_3.49526638534395	4.15143832479942	3.49526638534395	4.55143832479942	3.89526638534395	0.0118988101189881
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15143832479942_3.51526638534395	4.15143832479942	3.51526638534395	4.55143832479942	3.91526638534395	0.0144985501449855
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15153824734647_3.53526638534395	4.15153824734647	3.53526638534395	4.55153824734647	3.93526638534395	0.0117988201179882
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15153824734647_3.55526638534395	4.15153824734647	3.55526638534395	4.55153824734647	3.95526638534395	0.0040995900409959
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15153824734647_3.57526638534395	4.15153824734647	3.57526638534395	4.55153824734647	3.97526638534395	0.0008999100089991
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15366456778621_3.39526638534395	4.15366456778621	3.39526638534395	4.55366456778621	3.79526638534395	0.0096990300969903
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15514627782736_3.33526638534395	4.15514627782736	3.33526638534395	4.55514627782736	3.73526638534395	0.007999200079992
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15514627782736_3.35526638534395	4.15514627782736	3.35526638534395	4.55514627782736	3.75526638534395	0.0151984801519848
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.15944165015836_3.37526638534395	4.15944165015836	3.37526638534395	4.55944165015836	3.77526638534395	0.0027997200279972
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1618185231859_3.43526638534395	4.1618185231859	3.43526638534395	4.5618185231859	3.83526638534395	0.0023997600239976
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1618185231859_3.45526638534395	4.1618185231859	3.45526638534395	4.5618185231859	3.85526638534395	0.0008999100089991
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1618185231859_3.47526638534395	4.1618185231859	3.47526638534395	4.5618185231859	3.87526638534395	0.0021997800219978
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.16203960690884_3.41526638534395	4.16203960690884	3.41526638534395	4.56203960690884	3.81526638534395	0.0051994800519948
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17100131281686_3.59526638534395	4.17100131281686	3.59526638534395	4.57100131281686	3.99526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17100131281686_3.61526638534395	4.17100131281686	3.61526638534395	4.57100131281686	4.01526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17100131281686_3.63526638534395	4.17100131281686	3.63526638534395	4.57100131281686	4.03526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17100131281686_3.65526638534395	4.17100131281686	3.65526638534395	4.57100131281686	4.05526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17100131281686_3.67526638534395	4.17100131281686	3.67526638534395	4.57100131281686	4.07526638534395	0.0003999600039996
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17143832479942_3.49526638534395	4.17143832479942	3.49526638534395	4.57143832479942	3.89526638534395	0.0035996400359964
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17143832479942_3.51526638534395	4.17143832479942	3.51526638534395	4.57143832479942	3.91526638534395	0.0034996500349965
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17153824734647_3.53526638534395	4.17153824734647	3.53526638534395	4.57153824734647	3.93526638534395	0.0015998400159984
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17153824734647_3.55526638534395	4.17153824734647	3.55526638534395	4.57153824734647	3.95526638534395	0.0001999800019998
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17153824734647_3.57526638534395	4.17153824734647	3.57526638534395	4.57153824734647	3.97526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17366456778621_3.39526638534395	4.17366456778621	3.39526638534395	4.57366456778621	3.79526638534395	0.0072992700729927
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17514627782736_3.33526638534395	4.17514627782736	3.33526638534395	4.57514627782736	3.73526638534395	0.0068993100689931
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17514627782736_3.35526638534395	4.17514627782736	3.35526638534395	4.57514627782736	3.75526638534395	0.0128987101289871
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.17944165015836_3.37526638534395	4.17944165015836	3.37526638534395	4.57944165015836	3.77526638534395	0.0077992200779922
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1818185231859_3.43526638534395	4.1818185231859	3.43526638534395	4.5818185231859	3.83526638534395	0.0060993900609939
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1818185231859_3.45526638534395	4.1818185231859	3.45526638534395	4.5818185231859	3.85526638534395	0.0033996600339966
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.1818185231859_3.47526638534395	4.1818185231859	3.47526638534395	4.5818185231859	3.87526638534395	0.0041995800419958
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.18203960690884_3.41526638534395	4.18203960690884	3.41526638534395	4.58203960690884	3.81526638534395	0.0118988101189881
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19100131281686_3.59526638534395	4.19100131281686	3.59526638534395	4.59100131281686	3.99526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19100131281686_3.61526638534395	4.19100131281686	3.61526638534395	4.59100131281686	4.01526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19100131281686_3.63526638534395	4.19100131281686	3.63526638534395	4.59100131281686	4.03526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19100131281686_3.65526638534395	4.19100131281686	3.65526638534395	4.59100131281686	4.05526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19100131281686_3.67526638534395	4.19100131281686	3.67526638534395	4.59100131281686	4.07526638534395	0.0001999800019998
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19143832479942_3.49526638534395	4.19143832479942	3.49526638534395	4.59143832479942	3.89526638534395	0.0017998200179982
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19143832479942_3.51526638534395	4.19143832479942	3.51526638534395	4.59143832479942	3.91526638534395	0.0017998200179982
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19153824734647_3.53526638534395	4.19153824734647	3.53526638534395	4.59153824734647	3.93526638534395	0.0006999300069993
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19153824734647_3.55526638534395	4.19153824734647	3.55526638534395	4.59153824734647	3.95526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19153824734647_3.57526638534395	4.19153824734647	3.57526638534395	4.59153824734647	3.97526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19366456778621_3.39526638534395	4.19366456778621	3.39526638534395	4.59366456778621	3.79526638534395	0.0028997100289971
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19514627782736_3.33526638534395	4.19514627782736	3.33526638534395	4.59514627782736	3.73526638534395	0.0025997400259974
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19514627782736_3.35526638534395	4.19514627782736	3.35526638534395	4.59514627782736	3.75526638534395	0.005999400059994
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.19944165015836_3.37526638534395	4.19944165015836	3.37526638534395	4.59944165015836	3.77526638534395	0.0005999400059994
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.2018185231859_3.43526638534395	4.2018185231859	3.43526638534395	4.6018185231859	3.83526638534395	0.0001999800019998
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.2018185231859_3.45526638534395	4.2018185231859	3.45526638534395	4.6018185231859	3.85526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.2018185231859_3.47526638534395	4.2018185231859	3.47526638534395	4.6018185231859	3.87526638534395	9.99900009999e-05
039 OB Meis2 Thsd7b Gaba	layer 1	regions_1	4.20203960690884_3.41526638534395	4.20203960690884	3.41526638534395	4.60203960690884	3.81526638534395	0.0004999500049995
