chip	sample	layer	subclass	merge_regions	xstart	ystart	xend	yend	loc_1	p
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.05669115569199	2.76287897141629	5.45669115569199	3.16287897141629	layer 1_5.05669115569199_2.76287897141629	0.0351964803519648
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.07669115569199	2.76287897141629	5.47669115569199	3.16287897141629	layer 1_5.07669115569199_2.76287897141629	0.0412958704129587
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.05669115569199	2.78287897141629	5.45669115569199	3.18287897141629	layer 1_5.05669115569199_2.78287897141629	0.0351964803519648
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.07669115569199	2.78287897141629	5.47669115569199	3.18287897141629	layer 1_5.07669115569199_2.78287897141629	0.0412958704129587
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.04214806451495	2.80287897141629	5.44214806451495	3.20287897141629	layer 1_5.04214806451495_2.80287897141629	0.0148985101489851
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.06214806451495	2.80287897141629	5.46214806451495	3.20287897141629	layer 1_5.06214806451495_2.80287897141629	0.0160983901609839
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.08214806451495	2.80287897141629	5.48214806451495	3.20287897141629	layer 1_5.08214806451495_2.80287897141629	0.0273972602739726
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.10214806451495	2.80287897141629	5.50214806451495	3.20287897141629	layer 1_5.10214806451495_2.80287897141629	0.0348965103489651
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.12214806451495	2.80287897141629	5.52214806451495	3.20287897141629	layer 1_5.12214806451495_2.80287897141629	0.0393960603939606
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.04214806451495	2.82287897141629	5.44214806451495	3.22287897141629	layer 1_5.04214806451495_2.82287897141629	0.0275972402759724
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.06214806451495	2.82287897141629	5.46214806451495	3.22287897141629	layer 1_5.06214806451495_2.82287897141629	0.0295970402959704
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.04870693298836	2.84287897141629	5.44870693298836	3.24287897141629	layer 1_5.04870693298836_2.84287897141629	0.0121987801219878
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.06870693298836	2.84287897141629	5.46870693298836	3.24287897141629	layer 1_5.06870693298836_2.84287897141629	0.018998100189981
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.08870693298836	2.84287897141629	5.48870693298836	3.24287897141629	layer 1_5.08870693298836_2.84287897141629	0.0312968703129687
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.10870693298836	2.84287897141629	5.50870693298836	3.24287897141629	layer 1_5.10870693298836_2.84287897141629	0.0428957104289571
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.12870693298836	2.84287897141629	5.52870693298836	3.24287897141629	layer 1_5.12870693298836_2.84287897141629	0.0438956104389561
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.04478142832417	2.86287897141629	5.44478142832417	3.26287897141629	layer 1_5.04478142832417_2.86287897141629	0.0121987801219878
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.06478142832417	2.86287897141629	5.46478142832417	3.26287897141629	layer 1_5.06478142832417_2.86287897141629	0.0200979902009799
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.08478142832417	2.86287897141629	5.48478142832417	3.26287897141629	layer 1_5.08478142832417_2.86287897141629	0.0350964903509649
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.10478142832417	2.86287897141629	5.50478142832417	3.26287897141629	layer 1_5.10478142832417_2.86287897141629	0.0397960203979602
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.12478142832417	2.86287897141629	5.52478142832417	3.26287897141629	layer 1_5.12478142832417_2.86287897141629	0.0484951504849515
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.04208891715891	2.88287897141629	5.44208891715891	3.28287897141629	layer 1_5.04208891715891_2.88287897141629	0.0077992200779922
C57BL6J-1.027	sample_2	layer 1	334 Microglia NN	regions_1	5.06208891715891	2.88287897141629	5.46208891715891	3.28287897141629	layer 1_5.06208891715891_2.88287897141629	0.0164983501649835
