chip	sample	layer	subclass	merge_regions	xstart	ystart	xend	yend	loc_1	p
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.87610614163142	2.45109226870523	5.27610614163142	2.85109226870523	layer 1_4.87610614163142_2.45109226870523	0.0331966803319668
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.89610614163142	2.45109226870523	5.29610614163142	2.85109226870523	layer 1_4.89610614163142_2.45109226870523	0.0321967803219678
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.97610614163142	2.45109226870523	5.37610614163142	2.85109226870523	layer 1_4.97610614163142_2.45109226870523	0.0447955204479552
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.68582563125217	2.47109226870523	5.08582563125217	2.87109226870523	layer 1_4.68582563125217_2.47109226870523	0.0388961103889611
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.82582563125217	2.47109226870523	5.22582563125217	2.87109226870523	layer 1_4.82582563125217_2.47109226870523	0.0194980501949805
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.86582563125217	2.47109226870523	5.26582563125217	2.87109226870523	layer 1_4.86582563125217_2.47109226870523	0.037996200379962
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.88582563125217	2.47109226870523	5.28582563125217	2.87109226870523	layer 1_4.88582563125217_2.47109226870523	0.0392960703929607
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.90582563125217	2.47109226870523	5.30582563125217	2.87109226870523	layer 1_4.90582563125217_2.47109226870523	0.0321967803219678
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.92582563125217	2.47109226870523	5.32582563125217	2.87109226870523	layer 1_4.92582563125217_2.47109226870523	0.036996300369963
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.98582563125217	2.47109226870523	5.38582563125217	2.87109226870523	layer 1_4.98582563125217_2.47109226870523	0.0485951404859514
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.68582563125217	2.49109226870523	5.08582563125217	2.89109226870523	layer 1_4.68582563125217_2.49109226870523	0.0454954504549545
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.82582563125217	2.49109226870523	5.22582563125217	2.89109226870523	layer 1_4.82582563125217_2.49109226870523	0.0270972902709729
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.6642887404463	2.53109226870523	5.0642887404463	2.93109226870523	layer 1_4.6642887404463_2.53109226870523	0.0372962703729627
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.6842887404463	2.53109226870523	5.0842887404463	2.93109226870523	layer 1_4.6842887404463_2.53109226870523	0.026997300269973
C57BL6J-1.028	sample_2	layer 1	319 Astro-TE NN	regions_1	4.7042887404463	2.53109226870523	5.1042887404463	2.93109226870523	layer 1_4.7042887404463_2.53109226870523	0.0492950704929507
