brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-2.034	Agranular insular area	layer 1	12	2	14	0.857142857142857	0.142857142857143
C57BL6J-2.034	Agranular insular area	layer 2/3	65	22	87	0.747126436781609	0.252873563218391
C57BL6J-2.034	Agranular insular area	layer 5	38	10	48	0.791666666666667	0.208333333333333
C57BL6J-2.034	Agranular insular area	layer 6a	50	8	58	0.862068965517241	0.137931034482759
C57BL6J-2.034	Agranular insular area	layer 6b	0	1	1	0	1
C57BL6J-2.034	Anterior cingulate area	layer 1	5	2	7	0.714285714285714	0.285714285714286
C57BL6J-2.034	Anterior cingulate area	layer 2/3	11	2	13	0.846153846153846	0.153846153846154
C57BL6J-2.034	Anterior cingulate area	layer 5	7	0	7	1	0
C57BL6J-2.034	Anterior cingulate area	layer 6a	28	2	30	0.933333333333333	0.0666666666666667
C57BL6J-2.034	Anterior cingulate area	layer 6b	3	0	3	1	0
C57BL6J-2.034	Primary somatosensory area	layer 1	153	32	185	0.827027027027027	0.172972972972973
C57BL6J-2.034	Primary somatosensory area	layer 2/3	798	87	885	0.901694915254237	0.0983050847457627
C57BL6J-2.034	Primary somatosensory area	layer 4	672	75	747	0.899598393574297	0.100401606425703
C57BL6J-2.034	Primary somatosensory area	layer 5	494	113	607	0.813838550247117	0.186161449752883
C57BL6J-2.034	Primary somatosensory area	layer 6a	721	71	792	0.910353535353535	0.0896464646464646
C57BL6J-2.034	Primary somatosensory area	layer 6b	43	2	45	0.955555555555556	0.0444444444444444
C57BL6J-2.034	Retrosplenial area	layer 1	99	29	128	0.7734375	0.2265625
C57BL6J-2.034	Retrosplenial area	layer 2/3	391	52	443	0.882618510158014	0.117381489841986
C57BL6J-2.034	Retrosplenial area	layer 5	197	40	237	0.831223628691983	0.168776371308017
C57BL6J-2.034	Retrosplenial area	layer 6a	54	7	61	0.885245901639344	0.114754098360656
C57BL6J-2.034	Retrosplenial area	layer 6b	4	0	4	1	0
C57BL6J-2.034	Secondary motor area	layer 5	34	5	39	0.871794871794872	0.128205128205128
C57BL6J-2.034	Secondary motor area	layer 6a	70	7	77	0.909090909090909	0.0909090909090909
C57BL6J-2.034	Secondary motor area	layer 6b	3	1	4	0.75	0.25
C57BL6J-2.034	Supplemental somatosensory area	layer 1	112	20	132	0.848484848484849	0.151515151515152
C57BL6J-2.034	Supplemental somatosensory area	layer 2/3	317	52	369	0.859078590785908	0.140921409214092
C57BL6J-2.034	Supplemental somatosensory area	layer 4	75	28	103	0.728155339805825	0.271844660194175
C57BL6J-2.034	Supplemental somatosensory area	layer 5	174	49	223	0.780269058295964	0.219730941704036
C57BL6J-2.034	Supplemental somatosensory area	layer 6a	267	17	284	0.940140845070423	0.0598591549295775
C57BL6J-2.034	Supplemental somatosensory area	layer 6b	16	4	20	0.8	0.2
C57BL6J-2.034	Visceral area	layer 1	35	7	42	0.833333333333333	0.166666666666667
C57BL6J-2.034	Visceral area	layer 2/3	103	14	117	0.88034188034188	0.11965811965812
C57BL6J-2.034	Visceral area	layer 4	15	2	17	0.882352941176471	0.117647058823529
C57BL6J-2.034	Visceral area	layer 5	45	16	61	0.737704918032787	0.262295081967213
C57BL6J-2.034	Visceral area	layer 6a	69	9	78	0.884615384615385	0.115384615384615
C57BL6J-2.034	Visceral area	layer 6b	2	1	3	0.666666666666667	0.333333333333333
