brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.068	Agranular insular area	layer 1	0	3	3	0	1
C57BL6J-1.068	Agranular insular area	layer 2/3	79	13	92	0.858695652173913	0.141304347826087
C57BL6J-1.068	Agranular insular area	layer 5	27	10	37	0.72972972972973	0.27027027027027
C57BL6J-1.068	Agranular insular area	layer 6a	37	6	43	0.86046511627907	0.13953488372093
C57BL6J-1.068	Anterior cingulate area	layer 1	121	16	137	0.883211678832117	0.116788321167883
C57BL6J-1.068	Anterior cingulate area	layer 2/3	211	24	235	0.897872340425532	0.102127659574468
C57BL6J-1.068	Anterior cingulate area	layer 5	113	18	131	0.862595419847328	0.137404580152672
C57BL6J-1.068	Anterior cingulate area	layer 6a	66	7	73	0.904109589041096	0.0958904109589041
C57BL6J-1.068	Anterior cingulate area	layer 6b	2	2	4	0.5	0.5
C57BL6J-1.068	Primary somatosensory area	layer 1	139	31	170	0.817647058823529	0.182352941176471
C57BL6J-1.068	Primary somatosensory area	layer 2/3	730	102	832	0.877403846153846	0.122596153846154
C57BL6J-1.068	Primary somatosensory area	layer 4	436	42	478	0.912133891213389	0.0878661087866109
C57BL6J-1.068	Primary somatosensory area	layer 5	250	62	312	0.801282051282051	0.198717948717949
C57BL6J-1.068	Primary somatosensory area	layer 6a	492	46	538	0.91449814126394	0.0855018587360595
C57BL6J-1.068	Primary somatosensory area	layer 6b	40	3	43	0.930232558139535	0.0697674418604651
C57BL6J-1.068	Secondary motor area	layer 1	1	1	2	0.5	0.5
C57BL6J-1.068	Secondary motor area	layer 2/3	61	10	71	0.859154929577465	0.140845070422535
C57BL6J-1.068	Secondary motor area	layer 5	57	12	69	0.826086956521739	0.173913043478261
C57BL6J-1.068	Secondary motor area	layer 6a	43	9	52	0.826923076923077	0.173076923076923
C57BL6J-1.068	Secondary motor area	layer 6b	1	0	1	1	0
C57BL6J-1.068	Supplemental somatosensory area	layer 1	83	26	109	0.761467889908257	0.238532110091743
C57BL6J-1.068	Supplemental somatosensory area	layer 2/3	279	25	304	0.917763157894737	0.0822368421052632
C57BL6J-1.068	Supplemental somatosensory area	layer 4	152	26	178	0.853932584269663	0.146067415730337
C57BL6J-1.068	Supplemental somatosensory area	layer 5	106	37	143	0.741258741258741	0.258741258741259
C57BL6J-1.068	Supplemental somatosensory area	layer 6a	211	16	227	0.929515418502203	0.0704845814977974
C57BL6J-1.068	Supplemental somatosensory area	layer 6b	7	0	7	1	0
C57BL6J-1.068	Visceral area	layer 1	23	4	27	0.851851851851852	0.148148148148148
C57BL6J-1.068	Visceral area	layer 2/3	68	14	82	0.829268292682927	0.170731707317073
C57BL6J-1.068	Visceral area	layer 4	16	3	19	0.842105263157895	0.157894736842105
C57BL6J-1.068	Visceral area	layer 5	23	10	33	0.696969696969697	0.303030303030303
C57BL6J-1.068	Visceral area	layer 6a	48	11	59	0.813559322033898	0.186440677966102
C57BL6J-1.068	Visceral area	layer 6b	2	0	2	1	0
