brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.032	Agranular insular area	layer 1	0	3	3	0	1
C57BL6J-1.032	Agranular insular area	layer 2/3	145	17	162	0.895061728395062	0.104938271604938
C57BL6J-1.032	Frontal pole	layer 5	99	43	142	0.697183098591549	0.302816901408451
C57BL6J-1.032	Orbital area	layer 1	79	29	108	0.731481481481482	0.268518518518519
C57BL6J-1.032	Orbital area	layer 2/3	336	34	370	0.908108108108108	0.0918918918918919
C57BL6J-1.032	Orbital area	layer 5	202	36	238	0.848739495798319	0.151260504201681
C57BL6J-1.032	Prelimbic area	layer 1	15	4	19	0.789473684210526	0.210526315789474
C57BL6J-1.032	Prelimbic area	layer 2/3	78	9	87	0.896551724137931	0.103448275862069
C57BL6J-1.032	Prelimbic area	layer 5	58	14	72	0.805555555555556	0.194444444444444
C57BL6J-1.032	Secondary motor area	layer 1	75	31	106	0.707547169811321	0.292452830188679
C57BL6J-1.032	Secondary motor area	layer 2/3	634	96	730	0.868493150684931	0.131506849315068
C57BL6J-1.032	Secondary motor area	layer 5	66	19	85	0.776470588235294	0.223529411764706
