brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-2.025	Agranular insular area	layer 1	1	1	2	0.5	0.5
C57BL6J-2.025	Agranular insular area	layer 2/3	66	7	73	0.904109589041096	0.0958904109589041
C57BL6J-2.025	Agranular insular area	layer 5	62	17	79	0.784810126582278	0.215189873417722
C57BL6J-2.025	Agranular insular area	layer 6a	84	14	98	0.857142857142857	0.142857142857143
C57BL6J-2.025	Agranular insular area	layer 6b	0	3	3	0	1
C57BL6J-2.025	Anterior cingulate area	layer 1	50	16	66	0.757575757575758	0.242424242424242
C57BL6J-2.025	Anterior cingulate area	layer 2/3	203	33	236	0.860169491525424	0.139830508474576
C57BL6J-2.025	Anterior cingulate area	layer 5	211	53	264	0.799242424242424	0.200757575757576
C57BL6J-2.025	Anterior cingulate area	layer 6a	210	22	232	0.905172413793103	0.0948275862068965
C57BL6J-2.025	Anterior cingulate area	layer 6b	13	2	15	0.866666666666667	0.133333333333333
C57BL6J-2.025	Gustatory areas	layer 2/3	55	9	64	0.859375	0.140625
C57BL6J-2.025	Gustatory areas	layer 4	30	6	36	0.833333333333333	0.166666666666667
C57BL6J-2.025	Gustatory areas	layer 5	47	13	60	0.783333333333333	0.216666666666667
C57BL6J-2.025	Gustatory areas	layer 6a	88	4	92	0.956521739130435	0.0434782608695652
C57BL6J-2.025	Gustatory areas	layer 6b	6	0	6	1	0
C57BL6J-2.025	Primary somatosensory area	layer 1	98	30	128	0.765625	0.234375
C57BL6J-2.025	Primary somatosensory area	layer 2/3	565	46	611	0.924713584288052	0.0752864157119476
C57BL6J-2.025	Primary somatosensory area	layer 4	419	37	456	0.918859649122807	0.081140350877193
C57BL6J-2.025	Primary somatosensory area	layer 5	189	52	241	0.784232365145228	0.215767634854772
C57BL6J-2.025	Primary somatosensory area	layer 6a	514	41	555	0.926126126126126	0.0738738738738739
C57BL6J-2.025	Primary somatosensory area	layer 6b	16	0	16	1	0
C57BL6J-2.025	Secondary motor area	layer 1	3	8	11	0.272727272727273	0.727272727272727
C57BL6J-2.025	Secondary motor area	layer 2/3	208	35	243	0.8559670781893	0.1440329218107
C57BL6J-2.025	Secondary motor area	layer 5	149	28	177	0.84180790960452	0.15819209039548
C57BL6J-2.025	Secondary motor area	layer 6a	191	28	219	0.872146118721461	0.127853881278539
C57BL6J-2.025	Secondary motor area	layer 6b	7	0	7	1	0
C57BL6J-2.025	Supplemental somatosensory area	layer 1	17	2	19	0.894736842105263	0.105263157894737
C57BL6J-2.025	Supplemental somatosensory area	layer 2/3	113	14	127	0.889763779527559	0.110236220472441
C57BL6J-2.025	Supplemental somatosensory area	layer 4	52	15	67	0.776119402985075	0.223880597014925
C57BL6J-2.025	Supplemental somatosensory area	layer 5	19	12	31	0.612903225806452	0.387096774193548
