brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.095	Anterolateral visual area	layer 1	13	7	20	0.65	0.35
C57BL6J-1.095	Anterolateral visual area	layer 2/3	134	15	149	0.899328859060403	0.100671140939597
C57BL6J-1.095	Anterolateral visual area	layer 4	51	6	57	0.894736842105263	0.105263157894737
C57BL6J-1.095	Anterolateral visual area	layer 5	37	23	60	0.616666666666667	0.383333333333333
C57BL6J-1.095	Anterolateral visual area	layer 6a	68	5	73	0.931506849315068	0.0684931506849315
C57BL6J-1.095	Anterolateral visual area	layer 6b	14	0	14	1	0
C57BL6J-1.095	Perirhinal area	layer 1	1	2	3	0.333333333333333	0.666666666666667
C57BL6J-1.095	Perirhinal area	layer 2/3	3	0	3	1	0
C57BL6J-1.095	Perirhinal area	layer 5	3	3	6	0.5	0.5
C57BL6J-1.095	Posterior auditory area	layer 1	20	1	21	0.952380952380952	0.0476190476190476
C57BL6J-1.095	Posterior auditory area	layer 2/3	47	7	54	0.87037037037037	0.12962962962963
C57BL6J-1.095	Posterior auditory area	layer 4	8	1	9	0.888888888888889	0.111111111111111
C57BL6J-1.095	Posterior auditory area	layer 5	23	5	28	0.821428571428571	0.178571428571429
C57BL6J-1.095	Posterior auditory area	layer 6a	24	1	25	0.96	0.04
C57BL6J-1.095	Posterior auditory area	layer 6b	4	0	4	1	0
C57BL6J-1.095	Primary auditory area	layer 1	18	3	21	0.857142857142857	0.142857142857143
C57BL6J-1.095	Primary auditory area	layer 2/3	61	8	69	0.884057971014493	0.115942028985507
C57BL6J-1.095	Primary auditory area	layer 4	21	5	26	0.807692307692308	0.192307692307692
C57BL6J-1.095	Primary auditory area	layer 5	30	17	47	0.638297872340426	0.361702127659574
C57BL6J-1.095	Primary auditory area	layer 6a	35	3	38	0.921052631578947	0.0789473684210526
C57BL6J-1.095	Primary auditory area	layer 6b	3	0	3	1	0
C57BL6J-1.095	Primary visual area	layer 1	18	6	24	0.75	0.25
C57BL6J-1.095	Primary visual area	layer 2/3	259	16	275	0.941818181818182	0.0581818181818182
C57BL6J-1.095	Primary visual area	layer 4	166	9	175	0.948571428571429	0.0514285714285714
C57BL6J-1.095	Primary visual area	layer 5	66	18	84	0.785714285714286	0.214285714285714
C57BL6J-1.095	Primary visual area	layer 6a	92	13	105	0.876190476190476	0.123809523809524
C57BL6J-1.095	Primary visual area	layer 6b	17	0	17	1	0
C57BL6J-1.095	Retrosplenial area	layer 1	55	26	81	0.679012345679012	0.320987654320988
C57BL6J-1.095	Retrosplenial area	layer 2/3	498	29	527	0.944971537001898	0.0550284629981025
C57BL6J-1.095	Retrosplenial area	layer 5	390	37	427	0.913348946135831	0.0866510538641686
C57BL6J-1.095	Retrosplenial area	layer 6a	124	23	147	0.843537414965986	0.156462585034014
C57BL6J-1.095	Retrosplenial area	layer 6b	9	1	10	0.9	0.1
C57BL6J-1.095	Rostrolateral area	layer 2/3	10	1	11	0.909090909090909	0.0909090909090909
C57BL6J-1.095	Rostrolateral area	layer 4	2	0	2	1	0
C57BL6J-1.095	Rostrolateral area	layer 5	0	1	1	0	1
C57BL6J-1.095	Temporal association areas	layer 1	0	2	2	0	1
C57BL6J-1.095	Temporal association areas	layer 2/3	63	7	70	0.9	0.1
C57BL6J-1.095	Temporal association areas	layer 4	11	3	14	0.785714285714286	0.214285714285714
C57BL6J-1.095	Temporal association areas	layer 5	38	6	44	0.863636363636364	0.136363636363636
C57BL6J-1.095	Temporal association areas	layer 6a	20	3	23	0.869565217391304	0.130434782608696
C57BL6J-1.095	Temporal association areas	layer 6b	1	0	1	1	0
C57BL6J-1.095	Ventral auditory area	layer 1	4	2	6	0.666666666666667	0.333333333333333
C57BL6J-1.095	Ventral auditory area	layer 2/3	19	2	21	0.904761904761905	0.0952380952380952
C57BL6J-1.095	Ventral auditory area	layer 4	3	0	3	1	0
C57BL6J-1.095	Ventral auditory area	layer 5	42	9	51	0.823529411764706	0.176470588235294
C57BL6J-1.095	Ventral auditory area	layer 6a	15	4	19	0.789473684210526	0.210526315789474
C57BL6J-1.095	Ventral auditory area	layer 6b	3	0	3	1	0
C57BL6J-1.095	posteromedial visual area	layer 1	0	2	2	0	1
C57BL6J-1.095	posteromedial visual area	layer 2/3	50	7	57	0.87719298245614	0.12280701754386
C57BL6J-1.095	posteromedial visual area	layer 4	11	1	12	0.916666666666667	0.0833333333333333
C57BL6J-1.095	posteromedial visual area	layer 5	26	8	34	0.764705882352941	0.235294117647059
C57BL6J-1.095	posteromedial visual area	layer 6a	19	5	24	0.791666666666667	0.208333333333333
C57BL6J-1.095	posteromedial visual area	layer 6b	4	2	6	0.666666666666667	0.333333333333333
