brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-2.028	Agranular insular area	layer 1	0	1	1	0	1
C57BL6J-2.028	Agranular insular area	layer 2/3	54	11	65	0.830769230769231	0.169230769230769
C57BL6J-2.028	Agranular insular area	layer 5	29	10	39	0.743589743589744	0.256410256410256
C57BL6J-2.028	Agranular insular area	layer 6a	35	3	38	0.921052631578947	0.0789473684210526
C57BL6J-2.028	Anterior cingulate area	layer 1	118	28	146	0.808219178082192	0.191780821917808
C57BL6J-2.028	Anterior cingulate area	layer 2/3	259	37	296	0.875	0.125
C57BL6J-2.028	Anterior cingulate area	layer 5	135	28	163	0.828220858895706	0.171779141104294
C57BL6J-2.028	Anterior cingulate area	layer 6a	93	10	103	0.902912621359223	0.0970873786407767
C57BL6J-2.028	Anterior cingulate area	layer 6b	9	2	11	0.818181818181818	0.181818181818182
C57BL6J-2.028	Gustatory areas	layer 1	0	1	1	0	1
C57BL6J-2.028	Gustatory areas	layer 2/3	46	4	50	0.92	0.08
C57BL6J-2.028	Gustatory areas	layer 4	19	2	21	0.904761904761905	0.0952380952380952
C57BL6J-2.028	Gustatory areas	layer 5	34	6	40	0.85	0.15
C57BL6J-2.028	Gustatory areas	layer 6a	52	3	55	0.945454545454545	0.0545454545454545
C57BL6J-2.028	Gustatory areas	layer 6b	2	0	2	1	0
C57BL6J-2.028	Primary somatosensory area	layer 1	52	21	73	0.712328767123288	0.287671232876712
C57BL6J-2.028	Primary somatosensory area	layer 2/3	597	64	661	0.903177004538578	0.0968229954614221
C57BL6J-2.028	Primary somatosensory area	layer 4	473	47	520	0.909615384615385	0.0903846153846154
C57BL6J-2.028	Primary somatosensory area	layer 5	249	86	335	0.743283582089552	0.256716417910448
C57BL6J-2.028	Primary somatosensory area	layer 6a	560	73	633	0.884676145339652	0.115323854660348
C57BL6J-2.028	Primary somatosensory area	layer 6b	33	5	38	0.868421052631579	0.131578947368421
C57BL6J-2.028	Secondary motor area	layer 1	4	5	9	0.444444444444444	0.555555555555556
C57BL6J-2.028	Secondary motor area	layer 2/3	118	15	133	0.887218045112782	0.112781954887218
C57BL6J-2.028	Secondary motor area	layer 5	75	21	96	0.78125	0.21875
C57BL6J-2.028	Secondary motor area	layer 6a	98	10	108	0.907407407407407	0.0925925925925926
C57BL6J-2.028	Secondary motor area	layer 6b	3	1	4	0.75	0.25
C57BL6J-2.028	Supplemental somatosensory area	layer 1	23	5	28	0.821428571428571	0.178571428571429
C57BL6J-2.028	Supplemental somatosensory area	layer 2/3	200	21	221	0.904977375565611	0.0950226244343891
C57BL6J-2.028	Supplemental somatosensory area	layer 4	111	16	127	0.874015748031496	0.125984251968504
C57BL6J-2.028	Supplemental somatosensory area	layer 5	61	28	89	0.685393258426966	0.314606741573034
C57BL6J-2.028	Supplemental somatosensory area	layer 6a	169	18	187	0.903743315508021	0.0962566844919786
C57BL6J-2.028	Supplemental somatosensory area	layer 6b	10	1	11	0.909090909090909	0.0909090909090909
C57BL6J-2.028	Visceral area	layer 1	2	2	4	0.5	0.5
C57BL6J-2.028	Visceral area	layer 2/3	26	1	27	0.962962962962963	0.037037037037037
C57BL6J-2.028	Visceral area	layer 4	6	0	6	1	0
C57BL6J-2.028	Visceral area	layer 5	10	4	14	0.714285714285714	0.285714285714286
C57BL6J-2.028	Visceral area	layer 6a	5	1	6	0.833333333333333	0.166666666666667
