brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.073	Agranular insular area	layer 1	0	2	2	0	1
C57BL6J-1.073	Agranular insular area	layer 2/3	31	5	36	0.861111111111111	0.138888888888889
C57BL6J-1.073	Agranular insular area	layer 5	20	5	25	0.8	0.2
C57BL6J-1.073	Agranular insular area	layer 6a	17	4	21	0.80952380952381	0.19047619047619
C57BL6J-1.073	Agranular insular area	layer 6b	3	1	4	0.75	0.25
C57BL6J-1.073	Anterior cingulate area	layer 2/3	5	2	7	0.714285714285714	0.285714285714286
C57BL6J-1.073	Anterior cingulate area	layer 5	4	1	5	0.8	0.2
C57BL6J-1.073	Anterior cingulate area	layer 6a	15	4	19	0.789473684210526	0.210526315789474
C57BL6J-1.073	Anterior cingulate area	layer 6b	0	1	1	0	1
C57BL6J-1.073	Primary somatosensory area	layer 1	54	16	70	0.771428571428571	0.228571428571429
C57BL6J-1.073	Primary somatosensory area	layer 2/3	605	57	662	0.913897280966767	0.0861027190332326
C57BL6J-1.073	Primary somatosensory area	layer 4	409	37	446	0.917040358744395	0.0829596412556054
C57BL6J-1.073	Primary somatosensory area	layer 5	124	51	175	0.708571428571429	0.291428571428571
C57BL6J-1.073	Primary somatosensory area	layer 6a	335	43	378	0.886243386243386	0.113756613756614
C57BL6J-1.073	Primary somatosensory area	layer 6b	16	0	16	1	0
C57BL6J-1.073	Retrosplenial area	layer 1	8	8	16	0.5	0.5
C57BL6J-1.073	Retrosplenial area	layer 2/3	97	15	112	0.866071428571429	0.133928571428571
C57BL6J-1.073	Retrosplenial area	layer 5	55	3	58	0.948275862068966	0.0517241379310345
C57BL6J-1.073	Retrosplenial area	layer 6a	3	1	4	0.75	0.25
C57BL6J-1.073	Secondary motor area	layer 2/3	33	3	36	0.916666666666667	0.0833333333333333
C57BL6J-1.073	Secondary motor area	layer 5	16	7	23	0.695652173913043	0.304347826086957
C57BL6J-1.073	Secondary motor area	layer 6a	12	5	17	0.705882352941177	0.294117647058824
C57BL6J-1.073	Supplemental somatosensory area	layer 1	37	12	49	0.755102040816326	0.244897959183673
C57BL6J-1.073	Supplemental somatosensory area	layer 2/3	296	15	311	0.951768488745981	0.0482315112540193
C57BL6J-1.073	Supplemental somatosensory area	layer 4	97	14	111	0.873873873873874	0.126126126126126
C57BL6J-1.073	Supplemental somatosensory area	layer 5	66	24	90	0.733333333333333	0.266666666666667
C57BL6J-1.073	Supplemental somatosensory area	layer 6a	163	19	182	0.895604395604396	0.104395604395604
C57BL6J-1.073	Supplemental somatosensory area	layer 6b	6	1	7	0.857142857142857	0.142857142857143
C57BL6J-1.073	Visceral area	layer 1	1	2	3	0.333333333333333	0.666666666666667
C57BL6J-1.073	Visceral area	layer 2/3	68	9	77	0.883116883116883	0.116883116883117
C57BL6J-1.073	Visceral area	layer 4	10	6	16	0.625	0.375
C57BL6J-1.073	Visceral area	layer 5	38	13	51	0.745098039215686	0.254901960784314
C57BL6J-1.073	Visceral area	layer 6a	43	6	49	0.877551020408163	0.122448979591837
C57BL6J-1.073	Visceral area	layer 6b	5	2	7	0.714285714285714	0.285714285714286
