brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.104	Lateral visual area	layer 1	4	1	5	0.8	0.2
C57BL6J-1.104	Lateral visual area	layer 2/3	98	5	103	0.951456310679612	0.0485436893203883
C57BL6J-1.104	Lateral visual area	layer 4	63	6	69	0.91304347826087	0.0869565217391304
C57BL6J-1.104	Lateral visual area	layer 5	59	20	79	0.746835443037975	0.253164556962025
C57BL6J-1.104	Lateral visual area	layer 6a	69	8	77	0.896103896103896	0.103896103896104
C57BL6J-1.104	Lateral visual area	layer 6b	12	0	12	1	0
C57BL6J-1.104	Laterointermediate area	layer 1	5	4	9	0.555555555555556	0.444444444444444
C57BL6J-1.104	Laterointermediate area	layer 2/3	51	5	56	0.910714285714286	0.0892857142857143
C57BL6J-1.104	Laterointermediate area	layer 4	19	3	22	0.863636363636364	0.136363636363636
C57BL6J-1.104	Laterointermediate area	layer 5	34	9	43	0.790697674418605	0.209302325581395
C57BL6J-1.104	Laterointermediate area	layer 6a	42	4	46	0.91304347826087	0.0869565217391304
C57BL6J-1.104	Laterointermediate area	layer 6b	5	1	6	0.833333333333333	0.166666666666667
C57BL6J-1.104	Perirhinal area	layer 1	1	2	3	0.333333333333333	0.666666666666667
C57BL6J-1.104	Perirhinal area	layer 2/3	20	1	21	0.952380952380952	0.0476190476190476
C57BL6J-1.104	Perirhinal area	layer 5	13	3	16	0.8125	0.1875
C57BL6J-1.104	Perirhinal area	layer 6a	17	1	18	0.944444444444444	0.0555555555555556
C57BL6J-1.104	Perirhinal area	layer 6b	2	2	4	0.5	0.5
C57BL6J-1.104	Postrhinal area	layer 5	1	1	2	0.5	0.5
C57BL6J-1.104	Postrhinal area	layer 6a	33	0	33	1	0
C57BL6J-1.104	Postrhinal area	layer 6b	6	0	6	1	0
C57BL6J-1.104	Primary visual area	layer 1	21	16	37	0.567567567567568	0.432432432432432
C57BL6J-1.104	Primary visual area	layer 2/3	509	36	545	0.93394495412844	0.0660550458715596
C57BL6J-1.104	Primary visual area	layer 4	335	29	364	0.92032967032967	0.0796703296703297
C57BL6J-1.104	Primary visual area	layer 5	300	40	340	0.882352941176471	0.117647058823529
C57BL6J-1.104	Primary visual area	layer 6a	342	18	360	0.95	0.05
C57BL6J-1.104	Primary visual area	layer 6b	28	1	29	0.96551724137931	0.0344827586206897
C57BL6J-1.104	Retrosplenial area	layer 1	342	15	357	0.957983193277311	0.0420168067226891
C57BL6J-1.104	Retrosplenial area	layer 2/3	333	16	349	0.954154727793696	0.0458452722063037
C57BL6J-1.104	Retrosplenial area	layer 5	336	35	371	0.905660377358491	0.0943396226415094
C57BL6J-1.104	Retrosplenial area	layer 6a	119	17	136	0.875	0.125
C57BL6J-1.104	Retrosplenial area	layer 6b	2	0	2	1	0
C57BL6J-1.104	Temporal association areas	layer 1	4	11	15	0.266666666666667	0.733333333333333
C57BL6J-1.104	Temporal association areas	layer 2/3	204	11	215	0.948837209302326	0.0511627906976744
C57BL6J-1.104	Temporal association areas	layer 4	102	14	116	0.879310344827586	0.120689655172414
C57BL6J-1.104	Temporal association areas	layer 5	138	45	183	0.754098360655738	0.245901639344262
C57BL6J-1.104	Temporal association areas	layer 6a	111	10	121	0.917355371900826	0.0826446280991736
C57BL6J-1.104	Temporal association areas	layer 6b	16	0	16	1	0
C57BL6J-1.104	posteromedial visual area	layer 1	2	2	4	0.5	0.5
C57BL6J-1.104	posteromedial visual area	layer 2/3	44	2	46	0.956521739130435	0.0434782608695652
C57BL6J-1.104	posteromedial visual area	layer 4	12	3	15	0.8	0.2
C57BL6J-1.104	posteromedial visual area	layer 5	31	7	38	0.815789473684211	0.184210526315789
C57BL6J-1.104	posteromedial visual area	layer 6a	7	1	8	0.875	0.125
