brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-2.018	Agranular insular area	layer 1	0	5	5	0	1
C57BL6J-2.018	Agranular insular area	layer 2/3	101	16	117	0.863247863247863	0.136752136752137
C57BL6J-2.018	Agranular insular area	layer 5	90	27	117	0.769230769230769	0.230769230769231
C57BL6J-2.018	Agranular insular area	layer 6a	40	7	47	0.851063829787234	0.148936170212766
C57BL6J-2.018	Anterior cingulate area	layer 1	10	0	10	1	0
C57BL6J-2.018	Anterior cingulate area	layer 2/3	14	2	16	0.875	0.125
C57BL6J-2.018	Anterior cingulate area	layer 5	13	4	17	0.764705882352941	0.235294117647059
C57BL6J-2.018	Frontal pole	layer 6a	36	6	42	0.857142857142857	0.142857142857143
C57BL6J-2.018	Infralimbic area	layer 2/3	2	0	2	1	0
C57BL6J-2.018	Infralimbic area	layer 5	3	0	3	1	0
C57BL6J-2.018	Orbital area	layer 1	6	1	7	0.857142857142857	0.142857142857143
C57BL6J-2.018	Orbital area	layer 2/3	124	19	143	0.867132867132867	0.132867132867133
C57BL6J-2.018	Orbital area	layer 5	266	67	333	0.798798798798799	0.201201201201201
C57BL6J-2.018	Orbital area	layer 6a	194	25	219	0.885844748858447	0.114155251141553
C57BL6J-2.018	Prelimbic area	layer 1	14	5	19	0.736842105263158	0.263157894736842
C57BL6J-2.018	Prelimbic area	layer 2/3	42	4	46	0.91304347826087	0.0869565217391304
C57BL6J-2.018	Prelimbic area	layer 5	50	10	60	0.833333333333333	0.166666666666667
C57BL6J-2.018	Prelimbic area	layer 6a	47	11	58	0.810344827586207	0.189655172413793
C57BL6J-2.018	Secondary motor area	layer 1	86	10	96	0.895833333333333	0.104166666666667
C57BL6J-2.018	Secondary motor area	layer 2/3	287	33	320	0.896875	0.103125
C57BL6J-2.018	Secondary motor area	layer 5	218	64	282	0.773049645390071	0.226950354609929
C57BL6J-2.018	Secondary motor area	layer 6a	128	19	147	0.870748299319728	0.129251700680272
