brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.111	Lateral visual area	layer 1	1	3	4	0.25	0.75
C57BL6J-1.111	Lateral visual area	layer 2/3	33	2	35	0.942857142857143	0.0571428571428571
C57BL6J-1.111	Lateral visual area	layer 4	4	0	4	1	0
C57BL6J-1.111	Posterolateral visual area	layer 2/3	19	2	21	0.904761904761905	0.0952380952380952
C57BL6J-1.111	Posterolateral visual area	layer 4	12	5	17	0.705882352941177	0.294117647058824
C57BL6J-1.111	Posterolateral visual area	layer 5	40	21	61	0.655737704918033	0.344262295081967
C57BL6J-1.111	Posterolateral visual area	layer 6a	65	11	76	0.855263157894737	0.144736842105263
C57BL6J-1.111	Postrhinal area	layer 1	2	1	3	0.666666666666667	0.333333333333333
C57BL6J-1.111	Postrhinal area	layer 2/3	117	11	128	0.9140625	0.0859375
C57BL6J-1.111	Postrhinal area	layer 5	17	10	27	0.62962962962963	0.37037037037037
C57BL6J-1.111	Primary visual area	layer 1	30	10	40	0.75	0.25
C57BL6J-1.111	Primary visual area	layer 2/3	324	15	339	0.955752212389381	0.0442477876106195
C57BL6J-1.111	Primary visual area	layer 4	132	16	148	0.891891891891892	0.108108108108108
C57BL6J-1.111	Primary visual area	layer 5	110	23	133	0.827067669172932	0.172932330827068
C57BL6J-1.111	Primary visual area	layer 6a	19	7	26	0.730769230769231	0.269230769230769
C57BL6J-1.111	Retrosplenial area	layer 1	42	1	43	0.976744186046512	0.0232558139534884
C57BL6J-1.111	Retrosplenial area	layer 2/3	151	12	163	0.926380368098159	0.0736196319018405
C57BL6J-1.111	Retrosplenial area	layer 5	117	20	137	0.854014598540146	0.145985401459854
C57BL6J-1.111	Retrosplenial area	layer 6a	30	10	40	0.75	0.25
