brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.091	Anterolateral visual area	layer 1	4	3	7	0.571428571428571	0.428571428571429
C57BL6J-1.091	Anterolateral visual area	layer 2/3	62	7	69	0.898550724637681	0.101449275362319
C57BL6J-1.091	Anterolateral visual area	layer 4	14	2	16	0.875	0.125
C57BL6J-1.091	Anterolateral visual area	layer 5	15	9	24	0.625	0.375
C57BL6J-1.091	Anterolateral visual area	layer 6a	13	3	16	0.8125	0.1875
C57BL6J-1.091	Anterolateral visual area	layer 6b	0	1	1	0	1
C57BL6J-1.091	Anteromedial visual area	layer 2/3	25	2	27	0.925925925925926	0.0740740740740741
C57BL6J-1.091	Anteromedial visual area	layer 4	13	0	13	1	0
C57BL6J-1.091	Anteromedial visual area	layer 5	12	8	20	0.6	0.4
C57BL6J-1.091	Anteromedial visual area	layer 6a	14	2	16	0.875	0.125
C57BL6J-1.091	Anteromedial visual area	layer 6b	5	0	5	1	0
C57BL6J-1.091	Dorsal auditory area	layer 1	1	0	1	1	0
C57BL6J-1.091	Dorsal auditory area	layer 2/3	51	5	56	0.910714285714286	0.0892857142857143
C57BL6J-1.091	Dorsal auditory area	layer 4	15	0	15	1	0
C57BL6J-1.091	Dorsal auditory area	layer 5	20	6	26	0.769230769230769	0.230769230769231
C57BL6J-1.091	Dorsal auditory area	layer 6a	17	6	23	0.739130434782609	0.260869565217391
C57BL6J-1.091	Dorsal auditory area	layer 6b	6	0	6	1	0
C57BL6J-1.091	Perirhinal area	layer 1	0	1	1	0	1
C57BL6J-1.091	Perirhinal area	layer 2/3	8	1	9	0.888888888888889	0.111111111111111
C57BL6J-1.091	Perirhinal area	layer 5	1	3	4	0.25	0.75
C57BL6J-1.091	Perirhinal area	layer 6a	2	0	2	1	0
C57BL6J-1.091	Posterior auditory area	layer 1	1	1	2	0.5	0.5
C57BL6J-1.091	Posterior auditory area	layer 2/3	26	3	29	0.896551724137931	0.103448275862069
C57BL6J-1.091	Posterior auditory area	layer 4	10	0	10	1	0
C57BL6J-1.091	Posterior auditory area	layer 5	9	3	12	0.75	0.25
C57BL6J-1.091	Posterior auditory area	layer 6a	6	0	6	1	0
C57BL6J-1.091	Primary auditory area	layer 1	30	9	39	0.769230769230769	0.230769230769231
C57BL6J-1.091	Primary auditory area	layer 2/3	129	10	139	0.928057553956835	0.0719424460431655
C57BL6J-1.091	Primary auditory area	layer 4	59	6	65	0.907692307692308	0.0923076923076923
C57BL6J-1.091	Primary auditory area	layer 5	73	28	101	0.722772277227723	0.277227722772277
C57BL6J-1.091	Primary auditory area	layer 6a	69	5	74	0.932432432432432	0.0675675675675676
C57BL6J-1.091	Primary auditory area	layer 6b	11	1	12	0.916666666666667	0.0833333333333333
C57BL6J-1.091	Primary visual area	layer 1	15	1	16	0.9375	0.0625
C57BL6J-1.091	Primary visual area	layer 2/3	137	8	145	0.944827586206897	0.0551724137931034
C57BL6J-1.091	Primary visual area	layer 4	75	4	79	0.949367088607595	0.0506329113924051
C57BL6J-1.091	Primary visual area	layer 5	42	9	51	0.823529411764706	0.176470588235294
C57BL6J-1.091	Primary visual area	layer 6a	52	9	61	0.852459016393443	0.147540983606557
C57BL6J-1.091	Primary visual area	layer 6b	12	0	12	1	0
C57BL6J-1.091	Retrosplenial area	layer 1	166	9	175	0.948571428571429	0.0514285714285714
C57BL6J-1.091	Retrosplenial area	layer 2/3	518	18	536	0.966417910447761	0.0335820895522388
C57BL6J-1.091	Retrosplenial area	layer 5	153	30	183	0.836065573770492	0.163934426229508
C57BL6J-1.091	Retrosplenial area	layer 6a	89	13	102	0.872549019607843	0.127450980392157
C57BL6J-1.091	Retrosplenial area	layer 6b	6	2	8	0.75	0.25
C57BL6J-1.091	Rostrolateral area	layer 1	7	3	10	0.7	0.3
C57BL6J-1.091	Rostrolateral area	layer 2/3	97	10	107	0.906542056074766	0.0934579439252336
C57BL6J-1.091	Rostrolateral area	layer 4	39	7	46	0.847826086956522	0.152173913043478
C57BL6J-1.091	Rostrolateral area	layer 5	56	9	65	0.861538461538462	0.138461538461538
C57BL6J-1.091	Rostrolateral area	layer 6a	50	2	52	0.961538461538462	0.0384615384615385
C57BL6J-1.091	Rostrolateral area	layer 6b	11	1	12	0.916666666666667	0.0833333333333333
C57BL6J-1.091	Temporal association areas	layer 1	4	0	4	1	0
C57BL6J-1.091	Temporal association areas	layer 2/3	41	6	47	0.872340425531915	0.127659574468085
C57BL6J-1.091	Temporal association areas	layer 4	19	2	21	0.904761904761905	0.0952380952380952
C57BL6J-1.091	Temporal association areas	layer 5	45	8	53	0.849056603773585	0.150943396226415
C57BL6J-1.091	Temporal association areas	layer 6a	36	2	38	0.947368421052632	0.0526315789473684
C57BL6J-1.091	Temporal association areas	layer 6b	3	0	3	1	0
C57BL6J-1.091	Ventral auditory area	layer 1	8	1	9	0.888888888888889	0.111111111111111
C57BL6J-1.091	Ventral auditory area	layer 2/3	41	8	49	0.836734693877551	0.163265306122449
C57BL6J-1.091	Ventral auditory area	layer 4	12	2	14	0.857142857142857	0.142857142857143
C57BL6J-1.091	Ventral auditory area	layer 5	51	5	56	0.910714285714286	0.0892857142857143
C57BL6J-1.091	Ventral auditory area	layer 6a	21	3	24	0.875	0.125
C57BL6J-1.091	Ventral auditory area	layer 6b	4	2	6	0.666666666666667	0.333333333333333
C57BL6J-1.091	posteromedial visual area	layer 1	0	1	1	0	1
C57BL6J-1.091	posteromedial visual area	layer 2/3	77	8	85	0.905882352941176	0.0941176470588235
C57BL6J-1.091	posteromedial visual area	layer 4	28	4	32	0.875	0.125
C57BL6J-1.091	posteromedial visual area	layer 5	28	3	31	0.903225806451613	0.0967741935483871
C57BL6J-1.091	posteromedial visual area	layer 6a	20	5	25	0.8	0.2
C57BL6J-1.091	posteromedial visual area	layer 6b	4	0	4	1	0
