brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-2.019	Agranular insular area	layer 1	0	5	5	0	1
C57BL6J-2.019	Agranular insular area	layer 2/3	119	25	144	0.826388888888889	0.173611111111111
C57BL6J-2.019	Agranular insular area	layer 5	192	43	235	0.817021276595745	0.182978723404255
C57BL6J-2.019	Agranular insular area	layer 6a	137	10	147	0.931972789115646	0.0680272108843537
C57BL6J-2.019	Anterior cingulate area	layer 1	1	1	2	0.5	0.5
C57BL6J-2.019	Anterior cingulate area	layer 2/3	3	0	3	1	0
C57BL6J-2.019	Anterior cingulate area	layer 5	4	4	8	0.5	0.5
C57BL6J-2.019	Anterior cingulate area	layer 6a	11	1	12	0.916666666666667	0.0833333333333333
C57BL6J-2.019	Frontal pole	layer 6a	39	3	42	0.928571428571429	0.0714285714285714
C57BL6J-2.019	Infralimbic area	layer 1	13	3	16	0.8125	0.1875
C57BL6J-2.019	Infralimbic area	layer 2/3	171	8	179	0.955307262569832	0.0446927374301676
C57BL6J-2.019	Infralimbic area	layer 5	82	10	92	0.891304347826087	0.108695652173913
C57BL6J-2.019	Infralimbic area	layer 6a	11	1	12	0.916666666666667	0.0833333333333333
C57BL6J-2.019	Orbital area	layer 1	6	2	8	0.75	0.25
C57BL6J-2.019	Orbital area	layer 2/3	150	30	180	0.833333333333333	0.166666666666667
C57BL6J-2.019	Orbital area	layer 5	375	74	449	0.835189309576837	0.164810690423163
C57BL6J-2.019	Orbital area	layer 6a	350	33	383	0.913838120104439	0.0861618798955614
C57BL6J-2.019	Prelimbic area	layer 1	6	4	10	0.6	0.4
C57BL6J-2.019	Prelimbic area	layer 2/3	85	12	97	0.876288659793814	0.123711340206186
C57BL6J-2.019	Prelimbic area	layer 5	53	15	68	0.779411764705882	0.220588235294118
C57BL6J-2.019	Prelimbic area	layer 6a	135	21	156	0.865384615384615	0.134615384615385
C57BL6J-2.019	Secondary motor area	layer 1	15	4	19	0.789473684210526	0.210526315789474
C57BL6J-2.019	Secondary motor area	layer 2/3	231	32	263	0.878326996197719	0.121673003802281
C57BL6J-2.019	Secondary motor area	layer 5	198	61	259	0.764478764478765	0.235521235521236
C57BL6J-2.019	Secondary motor area	layer 6a	326	48	374	0.871657754010695	0.128342245989305
