brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.078	Agranular insular area	layer 1	1	3	4	0.25	0.75
C57BL6J-1.078	Agranular insular area	layer 2/3	60	10	70	0.857142857142857	0.142857142857143
C57BL6J-1.078	Agranular insular area	layer 5	35	17	52	0.673076923076923	0.326923076923077
C57BL6J-1.078	Agranular insular area	layer 6a	35	8	43	0.813953488372093	0.186046511627907
C57BL6J-1.078	Agranular insular area	layer 6b	3	1	4	0.75	0.25
C57BL6J-1.078	Primary somatosensory area	layer 1	54	27	81	0.666666666666667	0.333333333333333
C57BL6J-1.078	Primary somatosensory area	layer 2/3	752	102	854	0.88056206088993	0.11943793911007
C57BL6J-1.078	Primary somatosensory area	layer 4	612	57	669	0.914798206278027	0.0852017937219731
C57BL6J-1.078	Primary somatosensory area	layer 5	405	124	529	0.765595463137996	0.234404536862004
C57BL6J-1.078	Primary somatosensory area	layer 6a	766	90	856	0.894859813084112	0.105140186915888
C57BL6J-1.078	Primary somatosensory area	layer 6b	70	3	73	0.958904109589041	0.0410958904109589
C57BL6J-1.078	Retrosplenial area	layer 1	200	28	228	0.87719298245614	0.12280701754386
C57BL6J-1.078	Retrosplenial area	layer 2/3	514	47	561	0.916221033868093	0.0837789661319073
C57BL6J-1.078	Retrosplenial area	layer 5	236	48	284	0.830985915492958	0.169014084507042
C57BL6J-1.078	Retrosplenial area	layer 6a	127	12	139	0.913669064748201	0.0863309352517986
C57BL6J-1.078	Retrosplenial area	layer 6b	7	0	7	1	0
C57BL6J-1.078	Supplemental somatosensory area	layer 1	15	17	32	0.46875	0.53125
C57BL6J-1.078	Supplemental somatosensory area	layer 2/3	292	28	320	0.9125	0.0875
C57BL6J-1.078	Supplemental somatosensory area	layer 4	117	26	143	0.818181818181818	0.181818181818182
C57BL6J-1.078	Supplemental somatosensory area	layer 5	167	48	215	0.776744186046512	0.223255813953488
C57BL6J-1.078	Supplemental somatosensory area	layer 6a	246	21	267	0.921348314606742	0.0786516853932584
C57BL6J-1.078	Supplemental somatosensory area	layer 6b	23	1	24	0.958333333333333	0.0416666666666667
C57BL6J-1.078	Visceral area	layer 1	6	5	11	0.545454545454545	0.454545454545455
C57BL6J-1.078	Visceral area	layer 2/3	103	21	124	0.830645161290323	0.169354838709677
C57BL6J-1.078	Visceral area	layer 4	38	5	43	0.883720930232558	0.116279069767442
C57BL6J-1.078	Visceral area	layer 5	66	23	89	0.741573033707865	0.258426966292135
C57BL6J-1.078	Visceral area	layer 6a	103	8	111	0.927927927927928	0.0720720720720721
C57BL6J-1.078	Visceral area	layer 6b	5	0	5	1	0
