brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.033	Agranular insular area	layer 1	0	2	2	0	1
C57BL6J-1.033	Agranular insular area	layer 2/3	174	16	190	0.91578947368421	0.0842105263157895
C57BL6J-1.033	Agranular insular area	layer 5	17	5	22	0.772727272727273	0.227272727272727
C57BL6J-1.033	Frontal pole	layer 5	139	48	187	0.74331550802139	0.25668449197861
C57BL6J-1.033	Orbital area	layer 1	127	21	148	0.858108108108108	0.141891891891892
C57BL6J-1.033	Orbital area	layer 2/3	431	31	462	0.932900432900433	0.0670995670995671
C57BL6J-1.033	Orbital area	layer 5	181	67	248	0.729838709677419	0.270161290322581
C57BL6J-1.033	Prelimbic area	layer 1	11	11	22	0.5	0.5
C57BL6J-1.033	Prelimbic area	layer 2/3	104	6	110	0.945454545454545	0.0545454545454545
C57BL6J-1.033	Prelimbic area	layer 5	57	17	74	0.77027027027027	0.22972972972973
C57BL6J-1.033	Secondary motor area	layer 1	92	45	137	0.671532846715328	0.328467153284672
C57BL6J-1.033	Secondary motor area	layer 2/3	667	63	730	0.913698630136986	0.0863013698630137
C57BL6J-1.033	Secondary motor area	layer 5	128	46	174	0.735632183908046	0.264367816091954
