brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.099	Lateral visual area	layer 1	7	2	9	0.777777777777778	0.222222222222222
C57BL6J-1.099	Lateral visual area	layer 2/3	101	10	111	0.90990990990991	0.0900900900900901
C57BL6J-1.099	Lateral visual area	layer 4	63	3	66	0.954545454545455	0.0454545454545455
C57BL6J-1.099	Lateral visual area	layer 5	32	11	43	0.744186046511628	0.255813953488372
C57BL6J-1.099	Lateral visual area	layer 6a	55	3	58	0.948275862068966	0.0517241379310345
C57BL6J-1.099	Lateral visual area	layer 6b	11	2	13	0.846153846153846	0.153846153846154
C57BL6J-1.099	Laterointermediate area	layer 1	1	1	2	0.5	0.5
C57BL6J-1.099	Laterointermediate area	layer 2/3	40	4	44	0.909090909090909	0.0909090909090909
C57BL6J-1.099	Laterointermediate area	layer 4	15	0	15	1	0
C57BL6J-1.099	Laterointermediate area	layer 5	12	4	16	0.75	0.25
C57BL6J-1.099	Laterointermediate area	layer 6a	22	2	24	0.916666666666667	0.0833333333333333
C57BL6J-1.099	Laterointermediate area	layer 6b	4	0	4	1	0
C57BL6J-1.099	Perirhinal area	layer 1	4	0	4	1	0
C57BL6J-1.099	Perirhinal area	layer 2/3	9	0	9	1	0
C57BL6J-1.099	Perirhinal area	layer 5	1	0	1	1	0
C57BL6J-1.099	Perirhinal area	layer 6a	3	0	3	1	0
C57BL6J-1.099	Perirhinal area	layer 6b	2	0	2	1	0
C57BL6J-1.099	Posterior auditory area	layer 1	1	6	7	0.142857142857143	0.857142857142857
C57BL6J-1.099	Posterior auditory area	layer 2/3	69	4	73	0.945205479452055	0.0547945205479452
C57BL6J-1.099	Posterior auditory area	layer 4	16	8	24	0.666666666666667	0.333333333333333
C57BL6J-1.099	Posterior auditory area	layer 5	21	9	30	0.7	0.3
C57BL6J-1.099	Posterior auditory area	layer 6a	20	5	25	0.8	0.2
C57BL6J-1.099	Posterior auditory area	layer 6b	5	1	6	0.833333333333333	0.166666666666667
C57BL6J-1.099	Primary visual area	layer 1	78	9	87	0.896551724137931	0.103448275862069
C57BL6J-1.099	Primary visual area	layer 2/3	393	39	432	0.909722222222222	0.0902777777777778
C57BL6J-1.099	Primary visual area	layer 4	186	20	206	0.902912621359223	0.0970873786407767
C57BL6J-1.099	Primary visual area	layer 5	116	41	157	0.738853503184713	0.261146496815287
C57BL6J-1.099	Primary visual area	layer 6a	171	11	182	0.93956043956044	0.0604395604395604
C57BL6J-1.099	Primary visual area	layer 6b	18	0	18	1	0
C57BL6J-1.099	Retrosplenial area	layer 1	103	27	130	0.792307692307692	0.207692307692308
C57BL6J-1.099	Retrosplenial area	layer 2/3	679	24	703	0.965860597439545	0.0341394025604552
C57BL6J-1.099	Retrosplenial area	layer 5	363	45	408	0.889705882352941	0.110294117647059
C57BL6J-1.099	Retrosplenial area	layer 6a	100	22	122	0.819672131147541	0.180327868852459
C57BL6J-1.099	Retrosplenial area	layer 6b	2	0	2	1	0
C57BL6J-1.099	Temporal association areas	layer 1	4	1	5	0.8	0.2
C57BL6J-1.099	Temporal association areas	layer 2/3	114	8	122	0.934426229508197	0.0655737704918033
C57BL6J-1.099	Temporal association areas	layer 4	32	4	36	0.888888888888889	0.111111111111111
C57BL6J-1.099	Temporal association areas	layer 5	93	21	114	0.815789473684211	0.184210526315789
C57BL6J-1.099	Temporal association areas	layer 6a	71	5	76	0.934210526315789	0.0657894736842105
C57BL6J-1.099	Temporal association areas	layer 6b	9	2	11	0.818181818181818	0.181818181818182
C57BL6J-1.099	Ventral auditory area	layer 1	4	4	8	0.5	0.5
C57BL6J-1.099	Ventral auditory area	layer 2/3	55	6	61	0.901639344262295	0.0983606557377049
C57BL6J-1.099	Ventral auditory area	layer 4	27	5	32	0.84375	0.15625
C57BL6J-1.099	Ventral auditory area	layer 5	45	10	55	0.818181818181818	0.181818181818182
C57BL6J-1.099	Ventral auditory area	layer 6a	26	6	32	0.8125	0.1875
C57BL6J-1.099	Ventral auditory area	layer 6b	3	1	4	0.75	0.25
C57BL6J-1.099	posteromedial visual area	layer 1	12	3	15	0.8	0.2
C57BL6J-1.099	posteromedial visual area	layer 2/3	78	9	87	0.896551724137931	0.103448275862069
C57BL6J-1.099	posteromedial visual area	layer 4	20	2	22	0.909090909090909	0.0909090909090909
C57BL6J-1.099	posteromedial visual area	layer 5	25	11	36	0.694444444444444	0.305555555555556
C57BL6J-1.099	posteromedial visual area	layer 6a	17	1	18	0.944444444444444	0.0555555555555556
C57BL6J-1.099	posteromedial visual area	layer 6b	2	1	3	0.666666666666667	0.333333333333333
