brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-2.031	Agranular insular area	layer 2/3	15	9	24	0.625	0.375
C57BL6J-2.031	Agranular insular area	layer 5	21	9	30	0.7	0.3
C57BL6J-2.031	Agranular insular area	layer 6a	19	2	21	0.904761904761905	0.0952380952380952
C57BL6J-2.031	Anterior cingulate area	layer 1	169	28	197	0.857868020304569	0.142131979695431
C57BL6J-2.031	Anterior cingulate area	layer 2/3	184	24	208	0.884615384615385	0.115384615384615
C57BL6J-2.031	Anterior cingulate area	layer 5	126	18	144	0.875	0.125
C57BL6J-2.031	Anterior cingulate area	layer 6a	90	15	105	0.857142857142857	0.142857142857143
C57BL6J-2.031	Anterior cingulate area	layer 6b	6	0	6	1	0
C57BL6J-2.031	Gustatory areas	layer 5	5	2	7	0.714285714285714	0.285714285714286
C57BL6J-2.031	Gustatory areas	layer 6a	13	1	14	0.928571428571429	0.0714285714285714
C57BL6J-2.031	Gustatory areas	layer 6b	1	0	1	1	0
C57BL6J-2.031	Primary somatosensory area	layer 1	120	31	151	0.794701986754967	0.205298013245033
C57BL6J-2.031	Primary somatosensory area	layer 2/3	738	85	823	0.896719319562576	0.103280680437424
C57BL6J-2.031	Primary somatosensory area	layer 4	686	52	738	0.929539295392954	0.0704607046070461
C57BL6J-2.031	Primary somatosensory area	layer 5	244	73	317	0.769716088328076	0.230283911671924
C57BL6J-2.031	Primary somatosensory area	layer 6a	567	62	629	0.901430842607313	0.0985691573926868
C57BL6J-2.031	Primary somatosensory area	layer 6b	22	4	26	0.846153846153846	0.153846153846154
C57BL6J-2.031	Secondary motor area	layer 1	3	5	8	0.375	0.625
C57BL6J-2.031	Secondary motor area	layer 2/3	115	10	125	0.92	0.08
C57BL6J-2.031	Secondary motor area	layer 5	52	21	73	0.712328767123288	0.287671232876712
C57BL6J-2.031	Secondary motor area	layer 6a	69	7	76	0.907894736842105	0.0921052631578947
C57BL6J-2.031	Secondary motor area	layer 6b	2	0	2	1	0
C57BL6J-2.031	Supplemental somatosensory area	layer 1	26	3	29	0.896551724137931	0.103448275862069
C57BL6J-2.031	Supplemental somatosensory area	layer 2/3	170	26	196	0.86734693877551	0.13265306122449
C57BL6J-2.031	Supplemental somatosensory area	layer 4	73	12	85	0.858823529411765	0.141176470588235
C57BL6J-2.031	Supplemental somatosensory area	layer 5	61	19	80	0.7625	0.2375
C57BL6J-2.031	Supplemental somatosensory area	layer 6a	197	20	217	0.907834101382488	0.0921658986175115
C57BL6J-2.031	Supplemental somatosensory area	layer 6b	11	0	11	1	0
C57BL6J-2.031	Visceral area	layer 1	1	0	1	1	0
C57BL6J-2.031	Visceral area	layer 2/3	15	4	19	0.789473684210526	0.210526315789474
C57BL6J-2.031	Visceral area	layer 4	4	1	5	0.8	0.2
C57BL6J-2.031	Visceral area	layer 5	14	2	16	0.875	0.125
C57BL6J-2.031	Visceral area	layer 6a	24	2	26	0.923076923076923	0.0769230769230769
C57BL6J-2.031	Visceral area	layer 6b	1	1	2	0.5	0.5
