brain_section_label	ccf_region_name1	layer	n_glut	n_gaba	n_total	proportion_glut	proportion_gaba
C57BL6J-1.054	Agranular insular area	layer 2/3	41	6	47	0.872340425531915	0.127659574468085
C57BL6J-1.054	Agranular insular area	layer 5	47	10	57	0.824561403508772	0.175438596491228
C57BL6J-1.054	Agranular insular area	layer 6a	61	14	75	0.813333333333333	0.186666666666667
C57BL6J-1.054	Agranular insular area	layer 6b	3	2	5	0.6	0.4
C57BL6J-1.054	Anterior cingulate area	layer 1	65	20	85	0.764705882352941	0.235294117647059
C57BL6J-1.054	Anterior cingulate area	layer 2/3	128	7	135	0.948148148148148	0.0518518518518519
C57BL6J-1.054	Anterior cingulate area	layer 5	124	39	163	0.760736196319018	0.239263803680982
C57BL6J-1.054	Anterior cingulate area	layer 6a	146	18	164	0.890243902439024	0.109756097560976
C57BL6J-1.054	Anterior cingulate area	layer 6b	15	0	15	1	0
C57BL6J-1.054	Gustatory areas	layer 1	0	1	1	0	1
C57BL6J-1.054	Gustatory areas	layer 2/3	44	8	52	0.846153846153846	0.153846153846154
C57BL6J-1.054	Gustatory areas	layer 4	37	10	47	0.787234042553192	0.212765957446809
C57BL6J-1.054	Gustatory areas	layer 5	40	11	51	0.784313725490196	0.215686274509804
C57BL6J-1.054	Gustatory areas	layer 6a	96	10	106	0.905660377358491	0.0943396226415094
C57BL6J-1.054	Gustatory areas	layer 6b	6	0	6	1	0
C57BL6J-1.054	Primary somatosensory area	layer 1	23	9	32	0.71875	0.28125
C57BL6J-1.054	Primary somatosensory area	layer 2/3	413	38	451	0.915742793791574	0.0842572062084257
C57BL6J-1.054	Primary somatosensory area	layer 4	384	26	410	0.936585365853659	0.0634146341463415
C57BL6J-1.054	Primary somatosensory area	layer 5	161	45	206	0.781553398058252	0.218446601941748
C57BL6J-1.054	Primary somatosensory area	layer 6a	390	48	438	0.89041095890411	0.10958904109589
C57BL6J-1.054	Primary somatosensory area	layer 6b	36	1	37	0.972972972972973	0.027027027027027
C57BL6J-1.054	Secondary motor area	layer 1	1	3	4	0.25	0.75
C57BL6J-1.054	Secondary motor area	layer 2/3	120	20	140	0.857142857142857	0.142857142857143
C57BL6J-1.054	Secondary motor area	layer 5	100	20	120	0.833333333333333	0.166666666666667
C57BL6J-1.054	Secondary motor area	layer 6a	127	23	150	0.846666666666667	0.153333333333333
C57BL6J-1.054	Secondary motor area	layer 6b	11	0	11	1	0
C57BL6J-1.054	Supplemental somatosensory area	layer 1	2	3	5	0.4	0.6
C57BL6J-1.054	Supplemental somatosensory area	layer 2/3	115	15	130	0.884615384615385	0.115384615384615
C57BL6J-1.054	Supplemental somatosensory area	layer 4	59	7	66	0.893939393939394	0.106060606060606
C57BL6J-1.054	Supplemental somatosensory area	layer 5	34	12	46	0.739130434782609	0.260869565217391
