slide,layer,a_layer,b_layer,a_class,b_class,a_glutotal,a_gabatotal,b_glutotal,b_gabatotal,a_region,b_region,a_ei,b_ei,a_merge_region,b_merge_region,a_cell_Neuron_type,b_cell_Neuron_type,a_enrich_class_cell_ids_num,b_enrich_class_cell_ids_num,a_cell_id_n,b_cell_id_n,overlap_a_in_b,overlap_b_in_a,a_source_file,b_source_file
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,007 L2/3 IT CTX Glut,13,11,11,6,"Frontal pole, layer 1,Orbital area, lateral part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1","Frontal pole, layer 1,Secondary motor area, layer 1",1.1818181818181819,1.8333333333333333,regions_1,regions_2,,,13,11,24,17,0.0,0.0,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,046 Vip Gaba,13,11,15,14,"Frontal pole, layer 1,Orbital area, lateral part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1","Prelimbic area, layer 1,Orbital area, lateral part, layer 1,Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1",1.1818181818181819,1.0714285714285714,regions_1,regions_1,,,13,3,24,29,0.8333333333333334,0.6896551724137931,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_046 Vip Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,047 Sncg Gaba,13,11,9,10,"Frontal pole, layer 1,Orbital area, lateral part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1","Prelimbic area, layer 1,Frontal pole, layer 1,Orbital area, medial part, layer 1",1.1818181818181819,0.9,regions_1,regions_1,,,13,3,24,19,0.4166666666666667,0.5263157894736842,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_047 Sncg Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,13,11,14,13,"Frontal pole, layer 1,Orbital area, lateral part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1","Orbital area, lateral part, layer 1,Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1",1.1818181818181819,1.0769230769230769,regions_1,regions_1,,,13,8,24,27,0.7083333333333334,0.6296296296296297,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_049 Lamp5 Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,051 Pvalb chandelier Gaba,13,11,9,7,"Frontal pole, layer 1,Orbital area, lateral part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1","Secondary motor area, layer 1,Frontal pole, layer 1",1.1818181818181819,1.2857142857142858,regions_1,regions_1,,,13,2,24,16,0.0,0.0,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_051 Pvalb chandelier Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,053 Sst Gaba,13,11,4,4,"Frontal pole, layer 1,Orbital area, lateral part, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1","Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1",1.1818181818181819,1.0,regions_1,regions_1,,,13,2,24,8,0.2916666666666667,0.875,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_053 Sst Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,046 Vip Gaba,11,6,15,14,"Frontal pole, layer 1,Secondary motor area, layer 1","Prelimbic area, layer 1,Orbital area, lateral part, layer 1,Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1,Orbital area, medial part, layer 1",1.8333333333333333,1.0714285714285714,regions_2,regions_1,,,11,3,17,29,0.0,0.0,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_046 Vip Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,047 Sncg Gaba,11,6,9,10,"Frontal pole, layer 1,Secondary motor area, layer 1","Prelimbic area, layer 1,Frontal pole, layer 1,Orbital area, medial part, layer 1",1.8333333333333333,0.9,regions_2,regions_1,,,11,3,17,19,0.0,0.0,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_047 Sncg Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,049 Lamp5 Gaba,11,6,14,13,"Frontal pole, layer 1,Secondary motor area, layer 1","Orbital area, lateral part, layer 1,Frontal pole, layer 1,Orbital area, ventrolateral part, layer 1",1.8333333333333333,1.0769230769230769,regions_2,regions_1,,,11,8,17,27,0.0,0.0,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_049 Lamp5 Gaba_merged_regions_table_cell_id.txt
C57BL6J-1.026,layer 1,layer 1,layer 1,007 L2/3 IT CTX Glut,051 Pvalb chandelier Gaba,11,6,9,7,"Frontal pole, layer 1,Secondary motor area, layer 1","Secondary motor area, layer 1,Frontal pole, layer 1",1.8333333333333333,1.2857142857142858,regions_2,regions_1,,,11,2,17,16,0.0,0.0,sample_2_C57BL6J-1.026_layer 1_007 L2.3 IT CTX Glut_merged_regions_table_cell_id.txt,sample_2_C57BL6J-1.026_layer 1_051 Pvalb chandelier Gaba_merged_regions_table_cell_id.txt
