sample,slide,pair_key_unordered,a_class,b_class,overlap_a_in_b
true_data,C57BL6J-1.026,036 HPF CR Glut || 053 Sst Gaba,036 HPF CR Glut,053 Sst Gaba,0.9841269841269841
true_data,C57BL6J-1.026,046 Vip Gaba || 047 Sncg Gaba,046 Vip Gaba,047 Sncg Gaba,0.6190476190476191
true_data,C57BL6J-1.026,046 Vip Gaba || 049 Lamp5 Gaba,046 Vip Gaba,049 Lamp5 Gaba,0.10952380952380952
true_data,C57BL6J-1.026,046 Vip Gaba || 051 Pvalb chandelier Gaba,046 Vip Gaba,051 Pvalb chandelier Gaba,0.5571428571428572
true_data,C57BL6J-1.026,046 Vip Gaba || 052 Pvalb Gaba,046 Vip Gaba,052 Pvalb Gaba,0.1619047619047619
true_data,C57BL6J-1.026,046 Vip Gaba || 053 Sst Gaba,046 Vip Gaba,053 Sst Gaba,0.1523809523809524
true_data,C57BL6J-1.026,047 Sncg Gaba || 049 Lamp5 Gaba,047 Sncg Gaba,049 Lamp5 Gaba,0.21428571428571427
true_data,C57BL6J-1.026,047 Sncg Gaba || 051 Pvalb chandelier Gaba,047 Sncg Gaba,051 Pvalb chandelier Gaba,0.47767857142857145
true_data,C57BL6J-1.026,047 Sncg Gaba || 052 Pvalb Gaba,047 Sncg Gaba,052 Pvalb Gaba,0.16071428571428573
true_data,C57BL6J-1.026,047 Sncg Gaba || 053 Sst Gaba,047 Sncg Gaba,053 Sst Gaba,0.29464285714285715
